round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,clearing_residue,negative_wealth_persons,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,rung,system,seed,identity
52,128,4,4,24796.009100000007,0.0,469.17879999999985,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-287.7486000000019,0.0,105,640.0,427.67340000000013,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,156.7338,640.0,427.67340000000013,0.0,77.5,0.0,0.0,0.05,4.711016666666668,4.970010852713184,NaN,NaN,3.4077165384615498,9.931300928544365,258.0,258.0,129.0,506.0,260.0,0.0,62,3,3,3,12,11.0,509.0,15835.90149999999,3081.0780000000004,5722.2958,57,135,0,20,0.43270122643673004,0.4960647724669749,0.5809000975430421,0,1281.1922000000002,1215.4423000000004,12,0,0.0,0,0,3,0.0,0,0.0,19441.697881549295,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6543270927218623,108,10091.067299999995,20,9350.630581549303,4,10466.120519458875,4,5826.4693,2,159.7338,-78.0,57.3958979219176,0,0,129,129,0 bare bones,sumsy,7,0.0
53,128,4,4,25004.063199999993,0.0,391.55310000000003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-288.8531000000019,0.0,105,640.0,431.9458999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,157.2101,640.0,431.9458999999999,0.0,77.5,0.0,0.0,0.05,4.801652307692306,5.136062307692307,NaN,NaN,3.4427993638676773,9.633361900688033,260.0,260.0,130.0,505.0,262.0,0.0,61,1,1,2,11,8.0,511.0,15928.913399999994,3235.8634999999995,5682.0761999999995,56,136,0,19,0.427072477582652,0.4869803236127723,0.5792356584394249,0,1295.2746999999997,1248.4295999999995,11,0,0.0,0,0,1,0.0,0,0.0,19310.084576024892,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6506005557956176,109,10603.681399999998,19,8706.403176024896,4,10508.807970346175,4,5777.1991,2,160.2101,-79.5,55.587179929016,0,0,130,130,0 bare bones,sumsy,7,0.0
54,128,4,4,25207.982,0.0,317.7881999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-289.7942000000019,0.0,105,640.0,436.0812000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,157.77100000000002,640.0,436.0812000000001,0.0,77.5,0.0,0.0,0.05,4.809703816793893,5.02838854961832,NaN,NaN,3.442617424242418,9.34436104366739,262.0,262.0,131.0,508.33333333333337,264.0,0.0,61,0,0,2,11,5.0,512.0,15968.175999999998,3417.6229000000003,5664.4121,56,136,0,19,0.4232723423021201,0.48013003996077863,0.572308313257619,0,1301.3372,1260.1424,11,0,0.0,0,0,0,0.0,0,0.0,19190.630316403476,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479784333819538,109,10664.051899999997,19,8526.578416403478,4,10529.097825551304,4,5750.484399999999,2,160.77100000000002,-81.0,53.8645913643478,0,0,131,131,0 bare bones,sumsy,7,0.0
55,128,4,4,25407.774200000003,0.0,250.02929999999998,3.3987,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-290.5739000000019,0.0,105,640.0,440.2077999999999,3.3987,0.0,0.0,0.0,0.0,0.0,0.0,0,158.031,640.0,440.2077999999999,0.0,77.5,0.0,0.0,0.05,4.78476287878788,5.000842424242431,NaN,NaN,3.4807691729323444,9.064030212357368,264.0,264.0,132.0,509.33333333333337,266.0,0.0,61,4,4,2,13,10.0,508.0,16018.2178,3596.1389000000004,5635.3865,56,136,0,19,0.41613031840767567,0.47125505582009564,0.5625355048971548,0,1317.3002999999997,1263.1774000000005,13,0,0.0,0,0,4,0.0,0,0.0,19093.35109579362,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6442087722945262,109,10729.714700000002,19,8363.636395793621,4,10564.348604070225,4,5714.3068,2,161.031,-82.5,52.306058853457536,0,0,132,132,0 bare bones,sumsy,7,0.0
56,128,4,4,25603.5862,0.0,198.98460000000003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-291.21110000000186,0.0,105,640.0,444.18799999999993,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,158.1005,640.0,444.18799999999993,0.0,77.5,0.0,0.0,0.05,4.90184076923077,5.100722307692311,NaN,NaN,3.753653053435114,15.24916546482893,260.0,260.0,130.0,505.33333333333337,262.0,0.0,61,2,2,3,9,12.0,510.0,16092.8281,3728.2419000000004,5624.4157,56,136,0,19,0.40323227397993855,0.45800636093385916,0.5476516726365093,0,1373.3662,1274.4786000000001,9,0,0.0,0,0,2,0.0,0,0.0,19049.227348575183,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637576981891067,109,10853.530900000003,19,8195.696448575181,4,10554.87858939687,4,5694.403699999999,2,161.1005,-84.0,50.8959580102711,0,0,130,130,0 bare bones,sumsy,7,0.0
57,128,4,4,25795.5151,0.0,152.52640000000002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-291.69930000000187,0.0,105,640.0,448.07110000000006,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,158.0793,640.0,448.07110000000006,0.0,77.5,0.0,0.0,0.05,5.009235658914728,5.251671317829457,NaN,NaN,3.8815917948718077,17.6133658916382,258.0,258.0,129.0,506.00000000000006,260.0,0.0,62,2,2,1,12,7.0,510.0,16208.1248,3807.5036999999998,5621.8073,55,137,0,19,0.4039881323709631,0.454201092546366,0.5434836003608849,0,1396.8036999999995,1292.3827999999999,12,0,0.0,0,0,2,0.0,0,0.0,19008.276286701584,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6359329304149559,109,10950.597400000002,19,8057.678886701587,4,10555.865490511225,4,5682.8633,2,161.0793,-85.5,49.62015248548339,0,0,129,129,0 bare bones,sumsy,7,0.0
58,128,4,4,25983.5996,0.0,109.0279,4.362299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.0390000000019,0.0,105,640.0,451.9155000000001,4.362299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,158.47750000000002,640.0,451.9155000000001,0.0,77.5,0.0,0.0,0.05,5.037757575757577,5.341637121212113,NaN,NaN,3.89270864661654,17.103069988237277,264.0,264.0,132.0,508.6666666666667,266.00000000000006,0.0,60,1,1,2,11,8.0,511.0,16274.030800000002,3937.2066000000004,5613.8847000000005,55,137,0,19,0.4030812883531292,0.4524113522625053,0.5315539144479675,0,1421.699300000001,1329.9680000000003,11,0,0.0,0,0,1,0.0,0,0.0,18972.5619736824,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6353558870959977,109,10989.561,19,7983.0009736823895,4,10573.039558081586,4,5668.9642,2,161.47750000000002,-87.0,48.465852248770695,0,0,132,132,0 bare bones,sumsy,7,0.0
59,128,4,4,26167.9274,0.0,104.41619999999998,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.25920000000184,0.0,105,640.0,455.6721999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,158.85129999999998,640.0,455.6721999999999,0.0,77.5,0.0,0.0,0.05,5.04934389312977,5.2910305343511475,NaN,NaN,3.8908717171717297,17.379781719454773,262.0,262.0,131.0,508.3333333333333,264.0,0.0,61,2,2,2,12,8.0,510.0,16302.395800000004,4093.3836999999994,5613.2966,55,137,0,19,0.38794776639517004,0.43788033082683864,0.5336215539302318,0,1412.8552999999997,1322.9280999999996,12,0,0.0,0,0,2,0.0,0,0.0,18941.162495236455,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6283798983358326,109,11133.828200000002,19,7807.334295236447,4,10590.12659540715,4,5668.2122,2,161.85129999999998,-88.5,47.421485367935404,0,0,131,131,0 bare bones,sumsy,7,0.0
60,128,4,4,26348.568500000005,0.0,104.2519,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.4184000000019,0.0,105,640.0,459.3589,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,159.0205,640.0,459.3589,0.0,77.5,0.0,0.0,0.05,5.06473893129771,5.324512213740466,NaN,NaN,3.9110392676767742,17.765806544081975,262.0,262.0,131.0,507.33333333333337,264.0,0.0,61,8,8,1,15,16.0,504.0,16327.595600000004,4253.9402,5608.012199999999,55,137,0,19,0.3809558072653392,0.43007407673979636,0.5337865546087355,0,1417.6653000000006,1326.9616,15,0,0.0,0,0,8,0.0,0,0.0,18916.055709975837,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249357598085274,109,11213.913199999999,19,7702.142509975835,4,10621.231933939805,4,5662.764099999999,2,162.0205,-90.0,46.476581999560615,0,0,131,131,0 bare bones,sumsy,7,0.0
61,128,4,4,26525.596900000004,0.0,104.08819999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.56080000000185,0.0,105,640.0,462.9715999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,159.0843,640.0,462.9715999999999,0.0,77.5,0.0,0.0,0.05,5.1635146825396845,5.267318110236223,NaN,NaN,4.01045065104168,18.696669195989156,254.0,252.0,127.0,502.66666666666663,256.0,0.0,62,0,0,2,8,6.0,512.0,16443.327599999997,4323.5392,5599.6458,53,139,0,18,0.38253039602215333,0.4291450909673227,0.5486250702571203,0,1409.4643999999996,1301.2057000000004,8,0,0.0,0,0,0,0.0,0,0.0,18895.187879693214,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6250070561720111,110,11664.9283,18,7230.259579693216,4,10664.95125051617,4,5654.234,2,162.0843,-91.5,45.62166942817388,0,0,127,127,0 bare bones,sumsy,7,0.0
62,128,4,4,26699.0844,0.0,104.04589999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.68670000000185,0.0,105,640.0,466.5125000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,159.0986,640.0,466.5125000000001,0.0,77.5,0.0,0.0,0.05,5.20233787878788,5.335395419847332,NaN,NaN,4.079371590909068,18.316744848421127,262.0,264.0,131.0,509.3333333333333,264.00000000000006,0.0,61,10,10,2,22,14.0,502.0,16463.818700000007,4474.1598,5602.007299999999,53,139,0,18,0.37535731111815207,0.42262874221774105,0.5376755139506411,0,1459.3247000000006,1373.4172000000003,22,0,0.0,0,0,10,0.0,0,0.0,18874.176431723896,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222890668677592,110,11750.9124,18,7123.264031723893,4,10702.680645464554,4,5656.5532,2,162.0986,-93.0,44.809502485356504,0,0,131,131,0 bare bones,sumsy,7,0.0
63,128,4,4,26869.1029,0.0,104.1363,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.7971000000019,0.0,105,640.0,469.98150000000004,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,159.2738,640.0,469.98150000000004,0.0,77.5,0.0,0.0,0.05,5.422965234375002,5.4052187499999915,NaN,NaN,4.451423643410847,22.911605268389472,256.0,256.0,128.0,499.3333333333333,258.0,0.0,61,7,7,0,19,9.0,504.0,16608.6488,4556.5822,5544.598099999999,51,141,0,18,0.37122242768629077,0.41629364577714423,0.5556559986786309,0,1527.8827999999994,1388.2791000000004,19,0,0.0,0,0,7,0.0,0,0.0,18893.51866407786,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191627659266195,110,11872.75,18,7020.768664077862,4,10771.658065391739,4,5599.2344,2,162.2738,-94.5,44.07855223682085,0,0,128,128,0 bare bones,sumsy,7,0.0
64,128,4,4,27035.72010000001,0.0,104.22720000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.8935000000019,0.0,105,640.0,473.3827999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,159.3797,640.0,473.3827999999999,0.0,77.5,0.0,0.0,0.05,5.667329615384614,5.578358461538471,NaN,NaN,4.721200763358777,22.621421145318777,260.0,260.0,130.0,504.0,262.0,0.0,61,0,0,3,10,6.0,512.0,16718.6906,4680.925,5476.7248,50,142,0,18,0.369368200645001,0.4124102123473401,0.5545781083537735,0,1614.1236000000013,1473.5056999999997,10,0,0.0,0,0,0,0.0,0,0.0,18927.99825065694,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6171502019323938,110,11965.413299999998,18,6962.584950656939,4,10846.663975865704,4,5531.451999999999,2,162.3797,-96.0,43.42069701313876,0,0,130,130,0 bare bones,sumsy,7,0.0
65,128,4,4,27199.0062,0.0,104.61000000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-292.9757000000019,0.0,105,640.0,476.71389999999997,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,160.0342,640.0,476.71389999999997,0.0,77.5,0.0,0.0,0.05,5.832054580152672,5.838956818181815,NaN,NaN,4.812520300751873,22.128247218921565,264.0,262.0,132.0,508.00000000000006,266.0,0.0,60,0,0,1,9,4.0,512.0,16781.672299999995,4848.1096,5409.1901,50,142,0,18,0.35844669882623936,0.40214842503677306,0.5410301791813561,0,1656.0149999999994,1527.9983,9,0,0.0,0,0,0,0.0,0,0.0,18962.493665591246,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6119097169949206,110,12054.697500000004,18,6907.796165591245,4,10929.774678279136,4,5464.3001,2,163.0342,-97.5,42.828627311824896,0,0,132,132,0 bare bones,sumsy,7,0.0
66,128,4,4,27359.0264,0.0,104.9928,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-293.0468000000019,0.0,105,640.0,479.9797999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,160.79739999999998,640.0,479.9797999999999,0.0,77.5,0.0,0.0,0.05,5.929765413533836,6.062290151515151,NaN,NaN,4.810939849624069,22.2049617322858,264.0,266.0,132.0,510.66666666666663,266.0,0.0,61,2,2,3,10,11.0,510.0,16794.638499999994,5029.5995,5373.991,50,142,0,18,0.353538493242576,0.39818631520430925,0.5387835000214884,0,1655.3299000000018,1577.3176000000005,10,0,0.0,0,0,2,0.0,0,0.0,18949.933929032122,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6107626537946385,110,12052.183199999996,18,6897.750729032121,4,11035.598070451222,4,5429.4838,2,163.79739999999998,-99.0,42.29576458064241,0,0,132,132,0 bare bones,sumsy,7,0.0
67,128,4,4,27515.8457,0.0,105.3756,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-293.106700000002,0.0,105,640.0,483.1806999999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,161.2972,640.0,483.1806999999999,0.0,77.5,0.0,0.0,0.05,5.966655813953488,5.9475472868217,NaN,NaN,4.786056923076913,22.967791970522132,258.0,258.0,129.0,506.0,260.0,0.0,62,3,3,0,14,5.0,509.0,16809.867499999997,5182.0381,5362.6429,50,142,0,18,0.35626510557154867,0.40071229441840406,0.5488058855438886,0,1619.6835000000003,1539.3971999999999,14,0,0.0,0,0,3,0.0,0,0.0,18942.301306128913,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6128638254177217,110,12084.5373,18,6857.764006128908,4,11121.4368134061,4,5417.0185,2,164.2972,-100.5,41.81618812257817,0,0,129,129,0 bare bones,sumsy,7,0.0
68,128,4,4,27669.528499999986,0.0,105.75840000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,0.0,-293.155400000002,0.0,105,640.0,486.31720000000007,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,161.5153,640.0,486.31720000000007,0.0,77.5,0.0,0.0,0.05,5.951534090909089,5.904103787878796,NaN,NaN,4.808537969924802,22.828520588345086,264.0,264.0,132.0,509.0,266.0,0.0,61,2,2,1,11,7.0,510.0,16827.61149999999,5332.2774,5348.1242999999995,50,142,0,18,0.3402740212770985,0.3854238060947015,0.538849531727557,0,1654.0175000000002,1571.2049999999995,11,0,0.0,0,0,2,0.0,0,0.0,18939.581565516008,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059889745178884,110,12246.610699999997,18,6692.970865516018,4,11211.88624206549,4,5401.3827,2,164.5153,-102.0,41.38456931032035,0,0,132,132,0 bare bones,sumsy,7,0.0
