rung,system,runs,runs_collapsed,alive_at_end,alive_worst,runs_whole,alive_complete_runs,unemployed,tickets,bread_price,public_debt,public_debt_pct_gdp,shortfall_per_month,public_debt_peak,public_debt_peak_month,runs_debt_repaid,public_debt_repaid_month,gini_cash,gini_wealth,wealth_gap_meals,wealth_bottom10_meals,cash_gap_meals,cash_bottom10_meals,under_water,without_cash,land_held_by_households,gini_wealth_firms_attributed,liquidations,refoundings,bank_bailouts,worst_identity_gap
S2 step 11 + greedy quarter,debt,10,0,370.8,348,0,370.8,76.0,159.54166666666666,3.2179736183105065,84941.14160999998,231.49473514306146,62.086770279977635,84941.14160999998,120.0,0,,0.5413731476164966,0.7045222830127627,821.1475202829776,-3.4502257496557873,26.619053760187665,0.7911298890660233,90.2,0.0,0.9166666666666666,0.7045222830127627,0.0,0.0,0.0,4.3655745685100555e-11
S2 step 11 + greedy quarter,sumsy,10,0,512.0,512,10,512.0,29.2,640.0,5.180831189242385,1311.57541,1.0424203377581094,117.84905749999987,1488.4966199999997,61.5,5,24.6,0.6498670908314926,0.7624692517732019,2052.1185768775654,1.1824493442217219,93.71666329827706,2.491320802330999,6.2,0.0,0.9324218750000002,0.7624692517732019,0.0,0.0,0.0,2.0372681319713593e-10
S3 step 10 + everyone greedy,debt,10,0,511.7,511,10,511.7,157.5,160.0,4.322680359686961,175097.7015900001,265.1141183157436,605.6041854794512,175097.7015900001,120.0,0,,0.40546388986082993,0.7405216063985808,753.8454590102499,2.3893974976330243,20.393198217721743,2.4808540954314324,0.7,0.0,0.9266927083333332,0.7405216063985808,0.0,0.0,0.0,8.731149137020111e-11
S3 step 10 + everyone greedy,sumsy,10,0,511.8,510,10,511.8,67.2,344.425,NaN,0.0,NaN,2.0601958333334323,5996.84863,27.3,10,81.7,0.6936875044385015,0.7592873019488344,4800.813438845062,4.168023480528395,138.60825628220016,2.1140416533881954,0.0,0.0,0.945703125,0.7592873019488344,0.0,0.0,0.0,2.3283064365386963e-10
S4 step 11 + everyone greedy,debt,10,0,497.2,485,10,497.2,145.4,150.35,2.7086030331100117,96794.96138000002,249.0950409366911,214.77922707359076,96794.96138000002,120.0,0,,0.5875593930668741,0.7717765757580904,873.5133958511658,-3.4130674878105216,29.655949558301966,0.7663382689210475,143.4,0.0,0.9070312499999998,0.7717765757580904,0.0,0.0,0.0,4.001776687800884e-11
S4 step 11 + everyone greedy,sumsy,10,0,509.4,494,10,509.4,69.4,336.16666666666663,NaN,135.18562999999995,NaN,-237.02883166666643,1688.28377,40.6,9,56.0,0.6774354325919305,0.7586870557655205,11599.400602095668,4.948005515572028,144.78364575207092,1.9695707693602955,0.1,0.8,0.9513020833333334,0.7586870557655205,0.0,0.0,0.0,2.3283064365386963e-10
SB1 best SuMSy + greedy quarter,debt,10,0,510.7,510,10,510.7,144.7,160.0,4.319893582467232,168312.60698999997,261.04567104849787,639.5664568594528,168312.60698999997,120.0,0,,0.45260230671271345,0.7316746295948287,661.2740289930956,3.4556362394778715,19.234793489343538,1.1770657046359732,0.2,0.0,0.924609375,0.7316746295948287,0.0,0.0,0.0,7.275957614183426e-11
SB1 best SuMSy + greedy quarter,sumsy,10,0,512.0,512,10,512.0,53.0,640.0,4.8245050512848975,0.0,0.0,-24.818695833333265,6346.55821,24.4,10,67.4,0.6449166083317861,0.7323977154569757,2002.122967678098,16.061371111108762,94.1166517139828,1.7125132274082546,0.0,0.0,0.9334635416666666,0.7323977154569757,0.0,0.0,0.0,2.3283064365386963e-10
SB2 best SuMSy + everyone greedy,debt,10,0,511.5,511,10,511.5,163.9,160.0,4.249910090555877,174208.4711700001,270.42462954131105,618.3254122181277,174208.4711700001,120.0,0,,0.40772148495619476,0.709145673279332,654.3557795694678,8.200585061700181,20.1486793779768,2.5705534611409666,0.0,0.0,0.921875,0.709145673279332,0.0,0.0,0.0,8.731149137020111e-11
SB2 best SuMSy + everyone greedy,sumsy,10,0,508.3,493,10,508.3,73.0,283.89166666666665,NaN,319.94048,NaN,-75.9005841666667,7433.40819,55.8,8,97.125,0.6131185141207603,0.7382605110614376,7272.9189579071635,41.89670170034692,117.11439477540678,3.4453332296433317,0.0,0.1,0.9584635416666668,0.7382605110614376,0.0,0.0,0.0,2.3283064365386963e-10
"X1 SuMSy money, debt fiscal package (comparison)",sumsy,10,0,512.0,512,10,512.0,178.2,156.49166666666665,17.2556985660974,369034.9907099999,130.98526797155642,5203.870080375763,369034.9907099999,120.0,0,,0.1152000909990506,0.7423156962653937,778.7645458252349,3.3903056576884154,2.8650077935037084,2.4920110151754193,0.0,0.0,0.9345052083333334,0.7423156962653937,0.0,0.0,0.0,1.1641532182693481e-10
"X2 debt money, SuMSy fiscal package (comparison)",debt,10,0,134.1,131,0,134.1,40.0,88.28333333333333,3.5180763574634453,13251.387200000003,95.90890086079699,24.25755583333334,13251.387200000003,120.0,0,,0.33094738867423384,0.5045610824739051,372.13827825648553,15.005032878630326,8.505078272949845,0.7899697093770214,1.6,0.0,0.7924479166666666,0.5045610824739051,0.0,0.0,0.0,4.547473508864641e-12
