round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,clearing_residue,negative_wealth_persons,zero_cash_persons,wealth_gap_meals,wealth_bottom10_meals,wealth_top10_meals,cash_gap_meals,cash_bottom10_meals,cash_top10_meals,invoices_issued,invoices_paid,invoices_open,invoices_overdue,liquidations,refoundings,bad_debt,bank_bailouts,profit_tax,profit_tax_scale,parking_tax_scale,income_tax_accrued,income_tax_charged,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,rung,system,seed,identity
106,85,2,3,5939.514800000003,0.0,3959.4158,0.0,3931.2997,3931.2997,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47,21,13.010902979747636,-2.4983472436345546,10.51255573611308,9.020697199248458,0.0,9.020697199248458,210.11040000000006,244.73980000000012,210.11040000000006,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.160000000001244,4591.983000000027,1635.2945000000007,136,46.192699999999995,59.27849999999999,35.998999999999995,0.0,0.0,0.0,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.7393909090909094,3.3888774193548397,NaN,NaN,2.7469997354497377,34.08570155174213,124.0,143.0,62.0,313.3333333333333,126.0,0.0,50,16,13,4,3,0.0,320.0,816.5237999999998,1173.8995,3949.0915000000005,121,647,0,14,0.6580915684702566,2.215390463750879,0.6543395192475796,42,346.1219,391.73290000000003,9,6,0.0,0,0,16,0.0,0,0.0,342.8941801002174,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9271603086108888,71,-104.33199999999998,14,447.2261801002173,2,1998.3062588829798,3,3949.0915000000005,2,-1985.3060000000003,-3331.6081,1.2741990090927047,0,3,62,62,0 bare bones,debt,3,-2.7284841053187847e-12
107,83,2,3,5932.767800000001,0.0,3937.0952,0.0,3947.9578,3947.9578,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41,14,12.45422405267861,-2.191490809171249,10.262733243507363,8.96462738067188,0.0,8.96462738067188,237.8650999999998,210.1104000000001,237.8650999999998,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.90340000000125,4602.176000000029,1646.4045000000008,136,64.8274,71.57440000000003,55.3778,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.845424242424242,3.3502126760563353,NaN,NaN,2.702792592592594,33.063130505189875,142.0,132.0,71.0,313.6666666666667,141.33333333333331,0.0,45,19,19,0,3,1.0,309.0,818.7112999999999,1150.3777,3963.6788,116,652,0,12,0.616341009825552,1.990170795287168,0.6111084027676263,34,384.6263000000001,375.59599999999995,6,3,0.0,0,0,19,0.0,0,0.0,351.79334223883154,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.928709790724739,71,-54.6322,12,406.4255422388316,2,1929.2318443079157,3,3963.6788,2,-1995.6726,-3331.6081,1.1945615710244106,2,3,71,71,0 bare bones,debt,3,-2.7284841053187847e-12
108,82,2,3,5954.0721,0.0,3954.6500000000005,0.0,3964.6159,3964.6159,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45,17,12.296077907318546,-2.4407476384200044,9.855330268898541,8.78250407352581,0.0,8.78250407352581,216.4942999999999,237.86509999999996,216.4942999999999,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,15.626600000001247,4610.418000000028,1648.8772000000006,136,83.4258,62.12150000000001,73.907,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.801817021276595,3.3827234374999984,NaN,NaN,2.710436923076925,34.058458996850064,128.0,141.0,64.0,307.0,128.0,0.0,46,14,12,3,3,2.0,311.0,790.4595999999999,1177.9757,3985.6368,113,655,0,11,0.6600523599058625,2.532912677225659,0.639088647371969,41,346.5194,395.0561999999999,6,3,0.0,0,0,14,0.0,0,0.0,292.7613391310614,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,46,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9677164608961693,71,-126.5332,11,419.29453913106136,2,1904.5251126623468,3,3985.6368,2,-1999.4220999999998,-3331.6081,1.109235744522667,1,3,64,64,0 bare bones,debt,3,-2.7284841053187847e-12
109,81,2,3,5978.138000000001,0.0,3970.6317999999997,0.0,3981.274,3981.274,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45,18,12.303417524972799,-2.6141540273257333,9.689263497647065,8.687516374252578,0.0,8.687516374252578,230.08780000000016,216.4943,230.08780000000016,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.043300000001256,4620.049000000025,1657.3780000000008,136,87.6814,63.61550000000001,78.46709999999999,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.8862465648854965,3.3836441176470613,NaN,NaN,2.7241789855072467,33.03670522694456,136.0,131.0,68.0,306.6666666666667,136.66666666666666,0.0,44,17,17,1,4,2.0,304.0,804.7877000000003,1172.2993000000001,4001.051,111,657,0,11,0.6098285928292442,2.4648185119781743,0.6143920654664026,34,373.4332,378.09830000000005,9,5,0.0,0,0,17,0.0,0,0.0,279.4180009003222,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9778790323034798,70,-123.2126,11,402.63060090032246,2,1845.0081161397468,3,4001.051,2,-2007.5062000000003,-3331.6081,1.0239099180209237,1,3,68,68,0 bare bones,debt,3,-2.7284841053187847e-12
110,81,2,3,5968.988799999999,0.0,3961.2593000000006,0.0,3997.9321,3997.9321,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48,20,11.415214246036383,-2.270684815959236,9.144529430077146,8.286439052357547,0.0,8.286439052357547,222.2657,230.08779999999996,222.2657,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,15.820000000001249,4629.290500000029,1657.3780000000008,136,48.04509999999999,57.19430000000004,38.58029999999999,0.0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.8837546874999997,3.419472307692308,NaN,NaN,2.7529590909090893,33.13809650901733,130.0,128.0,65.0,302.66666666666663,132.0,0.0,45,18,16,2,2,0.0,303.0,782.712,1187.7055,3998.5713000000005,108,660,0,11,0.6514236414346115,2.631607298606614,0.6304113684616466,39,363.39060000000006,369.12059999999997,7,5,0.0,0,0,18,0.0,0,0.0,255.13674259654744,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.996625804678567,70,-123.83080000000001,11,378.9675425965475,2,1811.5029269789013,3,3998.5713000000005,2,-2007.7294999999997,-3331.6081,0.945147616634699,0,3,65,65,0 bare bones,debt,3,-2.7284841053187847e-12
111,81,2,3,5987.368199999999,0.0,3980.2207,0.0,4014.5902,4014.5902,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45,13,11.197665219318894,-2.407035532560361,8.790629686758534,8.190456994272333,0.0,8.190456994272333,220.61079999999978,222.2657000000002,220.61079999999978,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.40200000000125,4639.22440000002,1657.3780000000008,136,82.3596,63.980199999999975,73.0077,0.0,0.0,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.827745967741935,3.3940123076923046,NaN,NaN,2.757088636363636,33.25133041759062,130.0,124.0,65.0,301.66666666666663,132.0,0.0,46,21,20,2,4,0.0,298.0,806.4306999999999,1196.2244,3984.7131,106,662,0,11,0.6007404581052638,2.6793289364808457,0.6296390024696983,35,363.9356999999999,350.6405,10,6,0.0,0,0,21,0.0,0,0.0,250.2971591045643,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,46,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0122348224525473,70,-115.20660000000001,11,365.5037591045643,2,1773.7822974266192,3,3984.7131,2,-2007.1474999999998,-3331.6081,0.8724439538166451,0,3,65,65,0 bare bones,debt,3,-2.7284841053187847e-12
112,80,2,3,5997.025999999999,0.0,3981.2893,0.0,4031.2482999999997,4031.2482999999997,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43,21,11.087842823925087,-2.4840854094150564,8.603757414510032,8.287661008925097,0.0,8.287661008925097,210.25070000000025,220.6107999999999,210.25070000000025,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.180000000001247,4648.617200000021,1665.7452000000008,136,71.7949,62.1371,62.1801,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.809255072463767,3.3911403225806493,NaN,NaN,2.711178571428574,34.83012366797455,124.0,138.0,62.0,294.66666666666663,126.0,0.0,45,13,12,1,3,0.0,302.0,763.6265000000003,1212.3679,4021.0316000000003,101,667,0,11,0.6467976081893436,3.4003651119657503,0.6395069245935037,38,341.60850000000005,387.6771999999998,9,6,0.0,0,0,13,0.0,0,0.0,195.28392092505953,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.040894996322675,69,-130.06599999999997,11,325.3499209250595,2,1749.5249312575713,3,4021.0316000000003,2,-2015.7367,-3331.6081,0.8053328804461338,1,3,62,62,0 bare bones,debt,3,-2.7284841053187847e-12
113,79,2,3,6024.525999999998,0.0,3998.5281000000004,0.0,4047.9064,4047.9064,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41,15,11.138687524339172,-2.9079951052060853,8.230692419133087,7.850152685017332,0.0,7.850152685017332,227.49679999999998,210.2507000000002,227.49679999999998,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.54960000000125,4658.130200000025,1676.3760000000009,136,88.9652,61.46520000000004,79.8218,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.9010749999999996,3.345541176470588,NaN,NaN,2.7426446859903404,33.78521995793532,136.0,132.0,68.0,300.0,136.66666666666666,0.0,43,16,15,1,5,0.0,299.0,779.9047999999998,1197.5453,4047.0759,97,671,0,11,0.585568285328794,3.3607537674592285,0.6105866251435539,32,376.11630000000014,382.9419,8,3,0.0,0,0,16,0.0,0,0.0,185.09306714148462,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,43,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.052430146408403,68,-127.3397,11,312.43276714148465,2,1696.3560964117132,3,4047.0759,2,-2025.9978999999998,-3331.6081,0.7433841973348928,1,3,68,68,0 bare bones,debt,3,-2.7284841053187847e-12
114,79,2,3,6025.863099999999,0.0,4000.2518000000005,0.0,4064.5645,4064.5645,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51,16,10.308761456305309,-2.277041700059461,8.031719756245849,7.660434063235181,0.0,7.660434063235181,219.14779999999985,227.4967999999999,219.14779999999985,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.93620000000125,4668.242200000025,1676.3760000000009,136,63.6257,62.28860000000003,53.9003,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.8807477941176476,3.371504615384613,NaN,NaN,2.7558840909090927,33.73604591129396,130.0,136.0,65.0,298.0,132.0,0.0,42,15,15,1,6,3.0,299.0,745.1585,1211.6399000000001,4069.0647,94,674,0,11,0.6267651781466632,4.15421178689227,0.6141286360770075,37,363.77669999999995,391.78170000000006,11,5,0.0,0,0,15,0.0,0,0.0,141.01767496875067,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0668784589167086,68,-149.99060000000003,11,291.00827496875064,2,1674.1392375418932,3,4069.0647,2,-2025.6113,-3331.6081,0.6862007975399009,0,3,65,65,0 bare bones,debt,3,-2.7284841053187847e-12
115,79,2,3,6039.2688,0.0,4014.3705999999993,0.0,4081.2226,4081.2226,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47,12,10.26590817061584,-2.286789046042732,7.979119124573107,7.727331700281048,0.0,7.727331700281048,226.18640000000002,219.14779999999996,226.18640000000002,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,17.649300000001247,4678.863800000029,1676.3760000000009,136,81.05439999999999,67.64869999999996,71.1459,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.945845161290323,3.427066666666667,NaN,NaN,2.776241044776121,33.13195935692356,132.0,124.0,66.0,297.66666666666663,134.0,0.0,43,16,16,1,1,1.0,296.0,757.4140000000001,1212.1009,4069.7539,90,678,0,11,0.6088884352764217,4.548799379653904,0.6154420748346345,37,372.0163,365.2848000000001,5,4,0.0,0,0,16,0.0,0,0.0,131.65895087254557,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,43,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0852917566129707,68,-131.74569999999997,11,263.4046508725456,2,1641.5570299065103,3,4069.7539,2,-2024.8982000000005,-3331.6081,0.6334161208060624,0,3,66,66,0 bare bones,debt,3,-2.7284841053187847e-12
116,79,2,3,6070.905999999999,0.0,4045.1185,0.0,4097.8807,4097.8807,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50,18,10.287889154281066,-2.6436640670512426,7.644225087229823,7.554012102337681,0.0,7.554012102337681,222.69180000000011,226.18640000000005,222.69180000000011,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,16.76000000000125,4688.272100000034,1676.3760000000009,136,90.24130000000001,58.60410000000001,79.9437,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.9379189393939393,3.479559375000002,NaN,NaN,2.761333846153846,34.88808430915536,128.0,132.0,64.0,294.66666666666663,130.0,0.0,41,15,12,4,3,0.0,296.0,751.7927,1226.583,4092.5303,86,682,0,11,0.6301204331621624,7.082713409125956,0.6160243872512483,38,358.97320000000013,387.8053,6,3,0.0,0,0,15,0.0,0,0.0,88.56579512860435,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114912270245251,68,-156.1004,11,244.66619512860433,2,1625.3428102059088,3,4092.5303,2,-2025.7875,-3331.6081,0.5846918038209806,0,3,64,64,0 bare bones,debt,3,-2.7284841053187847e-12
117,78,2,3,6077.186400000001,0.0,4038.5589999999984,0.0,4114.5388,4114.5388,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46,15,10.005137685508556,-2.7085094633827853,7.29662822212577,7.21044825844309,0.0,7.21044825844309,226.23149999999998,222.69180000000006,226.23149999999998,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,17.985200000001242,4699.3462000000345,1690.4411000000011,136,71.4515,65.17109999999997,61.602599999999995,0.0,0.0,0.0,0.0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.9099841666666677,3.4277499999999996,NaN,NaN,2.763467661691539,34.21066371703433,132.0,120.0,66.0,291.0,132.66666666666669,0.0,41,19,17,3,1,0.0,291.0,772.3534000000004,1227.914,4076.919,79,689,0,11,0.5804429549265788,5.487902592588281,0.6164988112246692,33,367.8058,349.1981000000001,3,2,0.0,0,0,19,0.0,0,0.0,108.04002538633003,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1169556788307893,67,-147.4889,11,255.52892538632995,2,1599.7779872301435,3,4076.919,2,-2038.6273999999999,-3331.6081,0.5397155112193667,1,3,66,66,0 bare bones,debt,3,-2.7284841053187847e-12
118,77,2,3,6085.345799999998,0.0,4040.046799999999,0.0,4131.1969,4131.1969,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48,22,10.105996894116767,-2.584268786113096,7.52172810800367,7.361184811715755,0.0,7.361184811715755,203.41239999999985,226.23149999999993,203.41239999999985,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,17.019300000001248,4708.827900000035,1696.1468000000013,136,66.3268,58.1674,55.879200000000004,0.0,0.0,0.0,0.0,0.0,0.0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.816812686567163,3.4476677966101668,NaN,NaN,2.763660833333335,37.91863436420854,118.0,134.0,59.0,286.66666666666663,120.0,0.0,43,15,15,1,8,3.0,293.0,725.8459999999999,1257.208,4102.2918,75,693,0,9,0.6369334542037848,11.009070686831265,0.6501167218283668,37,331.63930000000016,377.4528999999999,13,5,0.0,0,0,15,0.0,0,0.0,54.772220007494596,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,43,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.146971716089679,68,-208.3678,9,263.1400200074946,2,1602.4598608692504,3,4102.2918,2,-2045.2990000000002,-3331.6081,0.4981989334332616,1,3,59,59,0 bare bones,debt,3,-2.7284841053187847e-12
119,77,2,3,6064.3813,0.0,4021.6724,0.0,4147.855,4147.855,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,52,12,9.99070561298726,-2.2971797275898536,7.693525885397407,7.536530153828467,0.0,7.536530153828467,221.83360000000008,203.41239999999993,221.83360000000008,0.0,3,0,165.72559999999987,3026.5195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,19.60940000000125,4721.3361000000405,1696.1468000000013,136,52.97639999999999,73.94089999999998,43.058299999999996,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.902131481481481,3.4128246153846167,NaN,NaN,2.7619727272727275,36.78107533328229,130.0,108.0,65.0,291.66666666666663,132.0,0.0,42,22,22,0,1,0.0,283.0,747.5630000000001,1246.9637,4069.8546,71,697,0,9,0.5642848951739308,6.166283546461306,0.6072261676004713,35,364.5806,313.43019999999996,7,6,0.0,0,0,22,0.0,0,0.0,89.6551766125105,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.135259166635571,68,-130.16719999999995,9,219.8223766125105,2,1562.6406605481666,3,4069.8546,2,-2042.7088999999999,-3331.6081,0.45290812130296504,0,3,65,65,0 bare bones,debt,3,-2.7284841053187847e-12
