round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,clearing_residue,negative_wealth_persons,zero_cash_persons,wealth_gap_meals,wealth_bottom10_meals,wealth_top10_meals,cash_gap_meals,cash_bottom10_meals,cash_top10_meals,invoices_issued,invoices_paid,invoices_open,invoices_overdue,liquidations,refoundings,bad_debt,bank_bailouts,profit_tax,profit_tax_scale,parking_tax_scale,income_tax_accrued,income_tax_charged,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,rung,system,seed,identity
6,512,4,4,35521.9651,0.0,16878.7801,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,26.722590789122552,2.9575774349276305,29.680168224050185,6.72424958352322,2.9186806695525287,9.64293025307575,2692.808799999995,2718.5450000000083,2692.808799999995,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-26.804399999999994,0.0,2,2560.0,414.73409999999984,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,425.8096,2560.0,414.73409999999984,0.0,269.5,0.0,0.0,0.015,4.571277735124765,5.145506333973119,NaN,NaN,2.9611706896551286,3.3662373807439994,1042.0,1042.0,521.0,2032.6666666666667,1044.0,0.0,249,14,14,2,51,33.0,2034.0,24090.582899999994,2098.6331,8906.9395,237,531,0,40,0.1927194539180146,0.4680145123075614,0.5129219590803578,0,5470.021500000014,4763.271400000005,51,0,0.0,0,0,14,0.0,0,0.0,49198.38019999998,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682181081424442,472,38391.68920000001,40,10806.690999999999,4,5141.352999999999,4,8908.4395,2,1082.7924000000003,-9.0,37.5,0,0,521,521,0 bare bones,sumsy,1,-8.731149137020111e-11
7,512,4,4,37625.84310000003,0.0,15839.2549,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,26.656467348280415,3.3200375485555513,29.976504896835966,7.850403237079251,3.26439772249885,11.114800959578101,2657.7389000000053,2692.8087999999952,2657.7389000000053,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-35.2271,0.0,2,2560.0,456.12200000000036,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,506.5143,2560.0,456.12200000000036,0.0,269.5,0.0,0.0,0.015,4.518615804597696,5.068465325670508,NaN,NaN,2.9654002868068754,3.2652502593216792,1044.0,1044.0,522.0,2031.3333333333333,1046.0,0.0,248,10,10,2,41,34.0,2038.0,25627.819500000005,2190.7987,9300.7106,235,533,0,40,0.2107677306231981,0.4606701141193552,0.5234216867086499,0,5450.5443999999925,4717.434899999994,41,0,0.0,0,0,10,0.0,0,0.0,49657.66540000001,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5721701408499169,472,38843.131100000035,40,10814.5343,4,6349.543800000001,4,9302.2106,2,1126.9233,-10.5,37.5,0,0,522,522,0 bare bones,sumsy,1,-8.731149137020111e-11
8,512,4,4,39686.9426,0.0,14799.729699999998,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.31589661401895,3.1292191739999398,30.445115788018892,9.810923963334908,3.104552371434394,12.9154763347693,2598.021800000008,2657.7389000000057,2598.021800000008,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-43.15830000000001,0.0,2,2560.0,498.90050000000036,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,548.0367,2560.0,498.90050000000036,0.0,269.5,0.0,0.0,0.015,4.561348946360151,4.95406475095787,NaN,NaN,2.941060133843135,3.167292751542029,1044.0,1044.0,522.0,2035.3333333333335,1046.0,0.0,248,12,12,1,45,34.0,2036.0,27034.23130000002,2305.7394,9798.9352,234,534,0,40,0.2475586444832043,0.4634484761396265,0.5305389076515143,0,5395.667000000003,4762.048299999998,45,0,0.0,0,0,12,0.0,0,0.0,50025.12579999999,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5835477408128469,472,39229.88000000002,40,10795.245799999997,4,7543.0097000000005,4,9800.4352,2,1130.3718999999999,-12.0,37.5,0,0,522,522,0 bare bones,sumsy,1,-8.731149137020111e-11
9,512,4,4,41705.7406,0.0,13760.2044,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.167818651383577,2.9820648223259445,30.149883473709522,11.289654987576773,2.9351301771945995,14.224785164771372,2622.3384999999957,2598.0217999999973,2622.3384999999957,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-50.59790000000003,0.0,2,2560.0,541.202,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,568.6889,2560.0,541.202,0.0,269.5,0.0,0.0,0.015,4.53036072796935,5.000648467432942,NaN,NaN,2.9274075525812893,3.072273968995767,1044.0,1044.0,522.0,2034.6666666666667,1046.0,0.0,249,6,6,1,44,23.0,2042.0,28488.107700000015,2320.2565,10328.6875,231,537,0,40,0.2764703436439877,0.4632084987300613,0.5336836501343507,0,5350.613700000006,4729.696600000001,44,0,0.0,0,0,6,0.0,0,0.0,50365.050799999975,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5921674618870829,472,39665.03159999999,40,10700.0192,4,8711.0521,4,10330.1875,2,1112.9502,-13.5,37.5,0,0,522,522,0 bare bones,sumsy,1,-8.731149137020111e-11
10,512,4,4,43685.032299999984,0.0,12720.6791,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.25229704387132,3.115339075934408,30.367636119805727,12.537428893803611,3.0893791468693403,15.626808040672952,2602.9576000000116,2622.3384999999935,2602.9576000000116,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-57.54590000000005,0.0,2,2560.0,580.7083000000005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,579.0953999999999,2560.0,580.7083000000005,0.0,269.5,0.0,0.0,0.015,4.490370777988613,4.916428083491483,NaN,NaN,2.881060606060634,2.9801057499258943,1054.0,1054.0,527.0,2040.6666666666665,1056.0,0.0,246,7,7,2,40,29.0,2041.0,29803.37289999999,2459.0715,10843.4925,231,537,0,40,0.2891657209682488,0.45927217054707103,0.5312901425478231,0,5304.990900000002,4732.850799999997,40,0,0.0,0,0,7,0.0,0,0.0,50678.864599999964,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,246,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5977926238963587,472,39911.125299999956,40,10767.739300000001,4,9890.8924,4,10844.9925,2,1085.2828,-15.0,37.5,0,0,527,527,0 bare bones,sumsy,1,-8.731149137020111e-11
11,512,4,4,45626.312300000005,0.0,11681.1538,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.350838047405468,3.4468023585277625,30.79764040593323,13.621095591406919,3.4333655450678218,17.05446113647474,2572.5947000000065,2602.957599999996,2572.5947000000065,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-64.00270000000003,0.0,2,2560.0,618.7200000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,584.5057999999999,2560.0,618.7200000000001,0.0,269.5,0.0,0.0,0.015,4.461761736641224,4.886631106870241,NaN,NaN,2.834529047619056,2.8907025774281183,1048.0,1048.0,524.0,2038.3333333333333,1050.0,0.0,249,9,9,5,45,31.0,2039.0,31086.504299999964,2610.6032999999998,11344.6989,231,537,0,40,0.2992189183143481,0.45507579171541646,0.5354485815287651,0,5214.266300000007,4675.926300000003,45,0,0.0,0,0,9,0.0,0,0.0,50959.04460000001,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6030189576384379,472,40175.38210000004,40,10783.6625,4,11083.449500000002,4,11347.6989,2,1052.6192999999998,-16.5,37.5,0,0,524,524,0 bare bones,sumsy,1,-8.731149137020111e-11
12,512,4,4,47527.96339999995,0.0,10641.628499999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.91050813678077,3.2866813786263505,31.197189515407118,15.321418677839208,3.2483161586320843,18.56973483647129,2520.164100000004,2572.594700000009,2520.164100000004,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-69.96830000000001,0.0,2,2560.0,658.3489000000002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,587.3982000000001,2560.0,658.3489000000002,0.0,269.5,0.0,0.0,0.015,4.4246417782026795,4.795724856596566,NaN,NaN,2.7841031488549937,2.803981500105274,1046.0,1046.0,523.0,2032.3333333333337,1048.0,0.0,248,17,17,3,53,37.0,2031.0,32332.78379999999,2759.7263000000003,11848.0551,231,537,0,40,0.3204443759687958,0.45661235227914143,0.5383091781188176,0,5129.496899999988,4628.175300000003,53,0,0.0,0,0,17,0.0,0,0.0,51202.372699999956,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6117920348761372,472,40372.37859999994,40,10829.994100000002,4,12273.597800000001,4,11852.5551,2,1017.4378000000002,-18.0,37.5,0,0,523,523,0 bare bones,sumsy,1,-8.731149137020111e-11
13,512,4,4,49391.925900000024,0.0,9602.1032,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.997510115157155,3.447612431620727,31.44512254677788,16.54715611012349,3.4235205289178183,19.970676639041304,2493.004500000005,2520.1640999999845,2493.004500000005,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-75.44190000000002,0.0,2,2560.0,696.0375000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,589.0618999999999,2560.0,696.0375000000001,0.0,269.5,0.0,0.0,0.015,4.378943653846159,4.77116250000001,NaN,NaN,2.733541650671847,2.719862055102116,1040.0,1040.0,520.0,2027.0000000000002,1042.0,0.0,249,13,13,2,51,30.0,2035.0,33647.43529999999,2801.7648,12353.6639,228,540,0,40,0.3316496573191732,0.453026289894237,0.5430250927815534,0,5033.62909999999,4554.101400000005,51,0,0.0,0,0,13,0.0,0,0.0,51401.57280000002,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170005917544654,472,40607.21410000004,40,10794.358699999999,4,13469.161600000001,4,12359.6639,2,981.0276,-19.5,37.5,0,0,520,520,0 bare bones,sumsy,1,-8.731149137020111e-11
14,512,4,4,51217.62480000006,0.0,8562.5778,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.492374600799042,3.255400798351419,31.747775399150463,18.20991621775843,3.243488846787469,21.453405064545898,2528.1006999999895,2493.0044999999914,2528.1006999999895,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-80.42399999999999,0.0,2,2560.0,734.3011000000004,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,590.1195,2560.0,734.3011000000004,0.0,269.5,0.0,0.0,0.015,4.351318416030531,4.801718893129751,NaN,NaN,2.6811159047619157,2.6382661934490526,1048.0,1048.0,524.0,2032.3333333333335,1050.0,0.0,247,20,20,0,52,42.0,2028.0,34867.098500000044,2861.5491,12898.857699999999,226,542,0,40,0.3517336147825094,0.45512689512185034,0.5402132062756382,0,4974.55490000001,4560.181699999996,52,0,0.0,0,0,20,0.0,0,0.0,51543.28450000006,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6257798782035946,472,40783.456400000054,40,10759.828100000002,4,14644.971300000001,4,12906.357699999999,2,944.0113,-21.0,37.5,0,0,524,524,0 bare bones,sumsy,1,-8.731149137020111e-11
15,512,4,4,53007.92770000005,0.0,7523.052599999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.32673713031063,3.495280955796215,31.822018086106844,18.97725122594629,3.4645598183846387,22.441811044330926,2475.166399999994,2528.1006999999954,2475.166399999994,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-84.915,0.0,2,2560.0,769.6971000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,590.8708,2560.0,769.6971000000001,0.0,269.5,0.0,0.0,0.015,4.331870077220078,4.755147490347479,NaN,NaN,2.6321336223507266,2.559118207645581,1036.0,1036.0,518.0,2028.0,1038.0,0.0,248,10,10,3,47,30.0,2037.0,36053.20950000001,2992.6243000000004,13371.223100000001,224,544,0,40,0.3579881864164809,0.45021581885047257,0.5479028283776588,0,4868.472199999988,4487.817400000001,47,0,0.0,0,0,10,0.0,0,0.0,51651.44420000005,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629916316748653,472,40912.36120000001,40,10739.082999999997,4,15892.071700000002,4,13380.223100000001,2,906.6887,-22.5,37.5,0,0,518,518,0 bare bones,sumsy,1,-8.731149137020111e-11
16,512,4,4,54761.82419999999,0.0,6483.527400000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.143586747081287,3.4014479034451153,32.545034650526404,20.202361641121502,3.3533130975129835,23.555674738634483,2510.8588,2475.166399999986,2510.8588,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-88.9143,0.0,2,2560.0,806.1034999999991,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,591.4647,2560.0,806.1034999999991,0.0,269.5,0.0,0.0,0.015,4.3070910133843245,4.7779326959847035,NaN,NaN,2.5961941793892884,2.4823446614162132,1046.0,1046.0,523.0,2033.0,1048.0,0.0,249,13,13,2,50,30.0,2035.0,37157.59249999999,3103.9152,13908.8518,223,545,0,40,0.36845311250886126,0.4515848571315275,0.5426001459462308,0,4833.978100000005,4505.217200000004,50,0,0.0,0,0,13,0.0,0,0.0,51715.37589999999,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6378462933402831,472,40650.78759999998,40,11064.588300000001,4,17081.8878,4,13919.3518,2,869.2086999999999,-24.0,37.5,0,0,523,523,0 bare bones,sumsy,1,-8.731149137020111e-11
17,512,4,4,56481.17379999997,0.0,5444.002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.12211026467398,3.567248218659144,32.68935848333312,21.21805502452995,3.537523866469177,24.755578890999125,2504.6349999999998,2510.8588000000063,2504.6349999999998,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-92.42200000000001,0.0,2,2560.0,840.6504000000002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,591.9909,2560.0,840.6504000000002,0.0,269.5,0.0,0.0,0.015,4.288224618320612,4.756937022900763,NaN,NaN,2.5488899047619005,2.407874321573727,1048.0,1048.0,524.0,2032.3333333333333,1050.0,0.0,246,19,19,2,53,41.0,2029.0,38237.32859999997,3240.4608000000003,14411.3935,221,547,0,40,0.3781364480960212,0.4498839219649897,0.5433546903625901,0,4768.007300000013,4494.059400000001,53,0,0.0,0,0,19,0.0,0,0.0,51717.160499999976,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,246,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6439004448806811,472,40721.21839999997,40,10995.9421,4,18334.4588,4,14423.3935,2,831.661,-25.5,37.5,0,0,524,524,0 bare bones,sumsy,1,-8.731149137020111e-11
18,512,4,4,58164.80150000001,0.0,4404.476699999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.24945050444008,3.274217799264373,32.523668303704454,22.265653739751297,3.256646424929623,25.522300164680917,2439.4311000000025,2504.635000000005,2439.4311000000025,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-95.43809999999998,0.0,2,2560.0,876.372300000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,592.5062,2560.0,876.372300000001,0.0,269.5,0.0,0.0,0.015,4.263175772200776,4.68616042471043,NaN,NaN,2.509286705202337,2.335638091926515,1036.0,1036.0,518.0,2026.3333333333333,1038.0,0.0,249,28,28,6,64,51.0,2018.0,39299.89829999996,3404.9578,14867.439199999999,219,549,0,40,0.3911959111217589,0.45094069748639676,0.5503163090862451,1,4673.2654,4416.6501000000035,65,1,0.0,0,0,28,0.0,0,0.0,51701.7788,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6513015337520587,472,40749.656199999976,40,10952.122599999997,4,19614.9811,4,14880.939199999999,2,794.1024,-27.0,37.5,0,0,518,518,0 bare bones,sumsy,1,-8.731149137020111e-11
19,512,4,4,59815.38590000001,0.0,3364.9514,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.162970116730058,3.437482970607597,32.600453087337655,23.086724307095956,3.4088218828573056,26.49554618995326,2414.8987999999977,2439.431099999989,2414.8987999999977,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-97.96309999999995,0.0,2,2560.0,909.4156000000005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,592.9967999999999,2560.0,909.4156000000005,0.0,269.5,0.0,0.0,0.015,4.319993883495145,4.665822912621355,NaN,NaN,2.4648458333333627,2.26556894916872,1030.0,1030.0,515.0,2010.0,1032.0,0.0,248,12,12,2,47,36.0,2034.0,40250.0237,3531.01,15441.3554,217,551,0,40,0.3936951178011443,0.44546610322742786,0.5552797298247454,1,4593.598400000012,4449.593699999999,47,0,0.0,0,0,12,0.0,0,0.0,51573.952699999994,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6552713872968927,472,40643.857599999996,40,10930.095100000002,4,20857.058599999997,4,15456.3554,2,756.5192,-28.5,37.5,0,0,515,515,0 bare bones,sumsy,1,-8.731149137020111e-11
