round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,variant,system,seed,identity,seconds
1,64,3,3,2239.871,0.0,2249.471,0.0,353.631,353.631,0.0,0.0,0.0,0.0,0.00375,0.0,9.6,9.6,0.0,28,361.471,41.6,2254.1922,13.308499999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,286.057,569.5629999999995,0.05,NaN,5.199999999999999,NaN,0.75,3.768516397709526,3.920000000000001,60.0,0.0,30.0,256.0,113.0,25.0,34,0,0,0,0,0.0,256.0,2239.871,0.0,0.0,96,0,0,16,0.08291085039049118,0.29748042903860505,0.4516065517704049,0,361.471,0.0,0,0,0.0,64,0,0,2239.871,96,1431.871,1431.871,0.0,0,0,2,1.5,0,0.0,64,64,1431.871,96,5120.0,0,0,0.0,26.0,0.0,2,0.0,0.0,NaN,640.0,100.0,0.0,0,0,0.0,0,0.0,640.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0.0,0,8,0.0,0,0.0,0.0,1888.0,1546.8600000000001,0.0,1546.8600000000001,0.0,0.0,98.4,0.0,0.38842388844920217,48,1724.414,16,-292.5429999999999,3,0.0,3,0.0,2,11.35999999999991,-353.631,11.25,0,0,30,30,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
2,64,3,3,2262.500700000001,0.0,2275.7825,0.0,577.171,335.9494,187.27859999999998,53.943,187.27859999999998,0.0001,0.00375,0.0,13.2818,21.004199999999997,0.0,60,84.1075,61.477799999999995,3846.0311000000006,151.3993000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,245.46300000000008,74.28439999999999,0.0024499783014580987,4.729303448275873,5.368201754385965,1.8499999999999976,1.133064912280702,3.4827922969187752,3.8023999999999996,114.0,174.0,57.0,256.0,168.0,25.0,21,0,0,0,6,0.0,256.0,2169.7822000000006,53.97239999999999,38.7461,96,0,0,16,0.24606594154934025,0.3373280845455975,0.2372397363300558,4,1029.0933999999995,822.898800000002,0,0,67.0,64,0,0,2169.7822000000006,96,3015.1127938897707,3015.1127938897707,0.0,46,67,2,1.5,0,0.0,64,64,3015.1127938897707,96,5120.0,0,0,123.94999999999985,27.0,0.0,2,0.0,0.0,1.180028979601382,640.0,96.11328125,0.01810908203125,43,0,0.0,0,444.38668487591025,615.125,29,0.9054541015625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21,0.0,0,8,0.0,0,0.0,0.0,1856.0,2518.8139362311294,0.0,2518.8139362311294,0.0,0.0,1188.004,92.7185,0.42030941609253714,48,1667.3482756253502,16,1347.7645182644194,3,0.0,3,0.0,2,19.115600000000086,-335.9494,11.25,0,0,57,57,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
3,64,3,3,2318.6710000000007,0.0,2335.7762000000002,0.0,549.2542,318.2678,230.98639999999997,0.0,43.7078,0.7022947499999997,0.00375,0.0,17.1052,32.3262,0.0,91,121.38520000000001,65.2149,5582.024899999998,129.81399999999988,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,76.95439999999999,23.4856,0.0016101708328449759,4.648199999999993,5.409918072289152,1.8499999999999976,1.3416710843373494,3.4277324460630703,3.6883279999999994,166.0,166.0,83.0,256.0,220.0,25.0,8,0,0,0,5,0.0,256.0,2154.0975000000003,100.4903,64.0832,96,0,0,16,0.3110746038944383,0.5265146316471387,0.15672492055800769,5,881.3349000000001,771.6011999999988,0,0,67.0,64,0,0,2154.0975000000003,96,5215.678777335584,5215.678777335584,0.0,38,67,2,1.5,0,0.0,64,64,5215.678777335584,96,5120.0,0,0,123.94999999999985,27.0,0.0,2,0.0,0.0,1.253685079551317,640.0,94.90234375,0.03214326171875,36,0,0.0,0,117.16075023736853,607.375,31,1.0714420572916667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0.0,0,8,0.0,0,0.0,45.0098,1888.7558,3470.7786399159713,0.0,3470.7786399159713,0.0,0.0,1325.5968,164.57350000000002,0.5844575674506189,48,1673.3839409083014,16,3542.2948364272806,3,0.0,3,0.0,2,27.15440000000008,-318.2678,16.99597368421053,0,0,83,83,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
4,64,3,3,2604.4384999999997,0.0,2625.8394,0.0,607.6332,300.5862,307.04699999999997,0.0,76.0606,0.8660947499999998,0.00375,0.0,21.4009,43.551100000000005,0.0,127,356.5797,70.81219999999998,7117.004599999999,123.81540000000017,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,104.54560000000001,38.97780000000001,0.0011666627231326086,4.561699999999993,5.35005555555555,1.8499999999999983,1.432914814814814,3.346130993340736,3.5776781599999987,162.0,162.0,81.0,256.0,212.0,25.0,11,0,0,0,5,0.0,256.0,2087.7290999999996,141.0359,324.82410000000004,96,0,0,16,0.3389687784744202,0.6530955486826351,0.12577771980972852,5,811.7258999999996,738.9953999999989,0,0,57.0,64,0,0,2087.7290999999996,96,6651.545864082079,6651.545864082079,0.0,34,57,2,1.5,0,0.0,64,64,6651.545864082079,96,5120.0,0,0,105.4499999999999,23.0,50.8494,2,0.0,0.0,1.451047657073842,640.0,93.30078125,0.1009198046875,57,0,0.0,0,132.17613166960504,597.125,31,1.11349169921875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,323.186,2131.6438,3026.318272625244,0.0,3026.318272625244,0.0,0.0,1332.4215,516.7094000000001,0.6938090171757441,48,1579.0810661791722,16,5072.464797902903,3,0.0,3,0.0,2,36.13769999999986,-300.5862,20.12506626506024,0,0,81,81,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
5,64,3,3,2987.8656999999976,0.0,3013.7116000000005,0.0,651.5581,282.9046,368.65349999999995,0.0,61.6065,1.15149475,0.00375,0.0,25.8459,54.857300000000016,0.0,176,471.80339999999995,88.37619999999998,8441.640699999998,124.25410000000008,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,91.73200000000001,29.104100000000006,0.0009074370989708919,4.4556999999999976,5.293149397590357,1.8499999999999985,1.5317506024096381,3.2613818878248977,3.4703478152,166.0,166.0,83.0,256.0,215.0,25.0,10,4,4,0,6,0.0,252.0,1957.4522000000002,315.69590000000005,597.3854999999999,96,0,0,16,0.34799286382318817,0.684090735851715,0.12846202428693476,5,795.8105999999998,739.6461999999996,0,0,54.0,64,4,0,1957.4522000000002,96,6565.644928328538,6565.644928328538,0.0,46,54,2,1.5,0,0.0,64,64,6565.644928328538,96,5120.0,0,0,99.89999999999992,22.0,117.3321,2,0.0,0.0,1.2762179153633348,640.0,89.62890625,0.20125263671875,65,0,0.0,0,181.4408275507485,573.625,32,1.17527109375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,735.7078,2502.4940000000006,2545.764002466396,0.0,2545.764002466396,0.0,0.0,1328.0864000000004,1030.4135,0.7193687666861981,48,1560.5535945684271,16,5005.091333760111,3,0.0,3,0.0,2,45.41970000000014,-282.9046,21.49372222222221,0,0,83,83,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
6,64,3,3,3302.7307999999994,0.0,3333.4193999999998,0.0,718.9855,265.223,453.76249999999993,0.0,85.109,1.38249475,0.00375,1.09,30.6886,66.23600000000005,0.0,207,426.5610000000001,111.69590000000002,5492.182799999999,116.24399999999987,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,107.7068,3.2561999999999998,0.0007378647293773638,4.359503703703703,5.1725888888888845,1.85,1.6086333333333331,3.109171219512193,3.3662373807439994,162.0,162.0,81.0,252.0,205.0,25.0,12,3,3,0,5,0.0,252.0,1806.0634,478.4495,865.6875,96,0,0,16,0.32055490826069555,0.716981449656831,0.14416950094326464,6,760.2321999999999,706.2396,0,0,40.0,64,3,0,1806.0634,96,6580.660341732284,6580.660341732284,0.0,40,40,2,1.5,0,0.0,64,64,6580.660341732284,96,5120.0,0,0,74.0,16.0,151.4404,2,3.6338,2.543799999999999,1.155676311219287,640.0,88.14453125,0.2921049609375,45,0,0.0,0,115.28063344290354,564.125,33,1.3384716796875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0,8,0.0,0,0.0,1088.0327,2800.7127,1937.1556627906969,0.0,1937.1556627906969,0.0,3.6338,1286.8303999999996,1495.5773999999997,0.7469066859366642,48,1551.8872116085618,16,5028.773130123723,3,0.0,3,0.0,2,55.497099999999946,-264.13300000000004,22.976259036144572,0,0,81,81,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
7,64,3,3,3511.7119,0.0,3542.0052999999994,0.0,815.7673,247.5414,568.2258999999999,0.0,114.4634,1.7015535,0.00375,2.1938,30.293399999999995,77.56329999999996,0.0,243,341.62690000000003,132.64579999999995,6662.848999999997,108.65609999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,130.78499999999997,0.0,0.0018273146505966256,4.289446753246755,5.187522077922073,1.8500000000000008,1.5795142857142856,3.0792161436767786,4.8161885049502455,154.0,154.0,77.0,252.0,191.0,25.0,15,1,0,4,4,0.0,255.0,1705.2280999999996,757.8951999999999,887.2932000000001,96,0,0,16,0.2883631127193489,0.7360943511319589,0.14930568492273633,6,734.0754999999999,660.5748000000002,0,0,24.0,64,1,0,1705.2280999999996,96,7183.592491152757,7183.592491152757,0.0,30,24,2,1.5,0,0.0,64,64,7183.592491152757,96,5120.0,0,0,44.40000000000002,10.0,159.1016,2,7.3141,5.120000000000002,1.3130987257037403,640.0,86.875,0.352400390625,47,0,0.0,0,106.22509460789782,556.0,34,1.370986328125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,15,0.0,0,8,0.0,0,0.0,1323.8761,2953.2411999999995,1357.7110367479654,0.0,1357.7110367479654,0.0,7.3141,1219.8689,1804.29,0.7641101180175194,48,1620.4105360776994,16,5563.181955075059,3,0.0,3,0.0,2,55.09870000000025,-245.3476,24.129499999999997,0,0,77,77,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
8,64,3,3,3538.2795999999985,0.0,3568.5531,0.0,911.4282999999998,229.8598,681.5684999999999,0.0,113.3426,2.1307535000000004,0.00375,2.6175,30.273499999999995,88.95630000000001,0.0,261,174.24120000000002,147.67350000000005,3023.8355,106.20290000000037,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,128.68350000000004,0.0,0.0015126868489514906,4.42583246753247,5.115832467532469,1.8500000000000008,1.5725973684210521,3.0052784697036774,4.785083352721227,154.0,154.0,77.0,250.0,190.0,25.0,15,1,1,2,4,0.0,255.0,1552.7055999999998,787.3524,1033.9248,95,1,0,16,0.23106862224880254,0.7500557882063741,0.150168708106164,4,715.6183999999996,681.5782000000004,0,0,22.0,64,1,0,1552.7055999999998,95,7336.254607117874,7336.254607117874,0.0,30,22,2,1.5,0,0.0,64,64,7336.254607117874,95,5120.0,0,0,40.70000000000002,9.0,161.67929999999998,2,8.7268,6.1095000000000015,1.3805289843694233,640.0,85.83984375,0.39192367466517863,26,0,0.0,0,76.48553672621664,549.375,34,1.473123046875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,15,0.0,0,8,0.0,0,0.0,1418.1941000000002,2948.6896,1164.5060948896303,0.0,1164.5060948896303,0.0,8.7268,1098.6742000000002,1982.9565,0.776347930663382,48,1544.805140055276,16,5791.449467062599,3,0.0,3,0.0,2,55.450900000000004,-227.2423,23.692714285714285,0,0,77,77,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
9,64,3,3,3494.1879000000004,0.0,3524.4267000000013,0.0,1026.5833,212.1782,814.4051,0.0,132.8366,2.5557535000000002,0.00375,4.3711,30.238799999999998,100.1542,0.0,270,113.15149999999998,157.2432000000001,587.5604,102.98130000000022,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,141.08309999999994,0.0,0.0025152643260042498,4.399910666666671,5.09763866666666,1.8500000000000003,1.6008958904109591,2.9538631078661006,6.471706520285435,150.0,150.0,75.0,252.33333333333331,182.99999999999997,25.0,16,1,1,0,3,0.0,255.0,1467.9075,814.3828,1084.7543,94,2,0,16,0.14564154566108578,0.7472708932949708,0.15851606884986924,3,699.8952999999999,659.9866000000007,0,0,14.0,64,1,0,1467.9075,94,7342.5995741907045,7342.5995741907045,0.0,24,14,2,1.5,0,0.0,64,64,7342.5995741907045,94,5120.0,0,0,25.900000000000006,6.0,122.7722,2,14.5657,10.194600000000001,1.381439996588621,640.0,85.33203125,0.4041185978618421,15,0,0.0,0,19.24414625565075,546.125,34,1.5498328993055555,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0,8,0.0,0,0.0,1418.1941000000002,2853.8709,1020.5480284447768,0.0,1020.5480284447768,0.0,14.5657,959.1019999999997,2021.9092999999998,0.768742959331491,48,1569.03132511664,16,5773.568249074066,3,0.0,3,0.0,2,55.773499999999856,-207.8071,23.58896052631578,0,0,75,75,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
10,64,3,3,3357.535600000001,0.0,3387.779699999999,0.0,1182.5037,194.4966,988.0071,0.0,173.60199999999998,3.0538535,0.00375,3.2938,30.24409999999999,111.12370000000003,0.0,303,23.578,160.23030000000003,5339.0159,93.27340000000001,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,174.9812,0.0,0.004862868021058825,4.35582816901408,5.208494366197177,1.85,1.6226632352941182,2.8627510262584557,16.07896507759258,142.0,142.0,71.0,255.0,171.0,25.0,20,1,1,0,2,0.0,254.0,1428.2963,848.5486000000001,1050.4038,93,3,0,16,0.1502015559114025,0.7396094988567063,0.1459025516004353,4,684.8730999999999,618.5275999999993,0,0,4.0,64,1,0,1428.2963,93,7405.9217243753255,7405.9217243753255,0.0,16,4,2,1.5,0,0.0,64,64,7405.9217243753255,93,5120.0,0,0,7.4,2.0,26.993100000000002,2,10.9806,7.6869000000000005,1.3744026020651867,640.0,84.7265625,0.39023160450556515,21,0,0.0,0,24.4304116720336,542.25,34,1.6051732421875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0.0,0,8,0.0,0,0.0,1418.1941000000002,2747.6801,875.7366980850675,0.0,875.7366980850675,0.0,10.9806,908.7774999999999,1925.9454999999998,0.7470108973219343,48,1591.9794278225768,16,5813.942296552747,3,0.0,3,78.14710000000002,2,56.17609999999988,-191.2028,24.013438356164386,0,0,71,71,hoarding 0.0 + rationing,debt,1,9.094947017729282e-13,31.079137287
