round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,variant,system,seed,identity,seconds
1,64,3,3,2233.2520000000004,0.0,1356.0201,231.02009999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3.2982,0.0,0.0,0.0,18,320.0,6.748,832.9719000000001,3.3486000000000007,0.0,0.0,0.0,0.0,0.0,0,35.0752,320.0,6.748,3.3486000000000007,45.5,0.0,54.920000000000016,0.0,5.0,5.199999999999999,2.0,NaN,3.661150442477876,3.920000000000001,60.0,30.0,30.0,256.0,113.0,25.0,34,0,0,0,22,0.0,256.0,2154.9144,32.883,7.0812,66,30,0,11,0.11422222850244079,0.6139336877450077,0.6000786692664246,0,675.1396,150.0,0,0,25.0,64,0,0,2154.9144,66,8366.806690271373,8366.806690271373,0.0,30,25,0,1.5,0,0.0,64,64,8366.806690271373,66,5120.0,0,0,50.0,26.0,0.0,2,0.0,0.0,1.3237720261830062,640.0,97.96875,0.007805507812500007,29,0,0.0,0,376.8724128917445,627.0,16,0.6852062020397327,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0.0,0,8,0.0,0,0.0,135.4002,135.40030000000002,1506.8958000000002,0.0,1506.8958000000002,0.0,0.0,766.8107999999999,39.96420000000001,0.660164813922778,53,4825.855630102132,11,3540.9510601692414,3,0.0,3,0.0,2,35.0752,-66.9518,37.5,0,0,30,30,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
2,64,3,3,2539.1535000000003,0.0,2880.8293000000003,501.59770000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,6.8998,0.0,-1.6076999999999997,0.0,33,320.0,14.098500000000003,1808.9366000000002,6.9998000000000005,0.0,0.0,0.0,0.0,0.0,14,36.5393,320.0,14.098500000000003,6.9998000000000005,45.5,0.0,27.1272,0.005706074838779074,4.84554054054054,5.5229694915254175,1.8950000000000002,NaN,3.431901986754975,3.8023999999999996,118.0,148.0,59.0,256.0,151.0,25.0,25,0,0,0,7,0.0,256.0,1989.1226,152.0963,354.49539999999996,37,59,0,7,0.09143144790321078,0.6810452414586579,0.3844527154755164,0,864.7101,717.1399999999999,0,0,14.0,64,0,0,1989.1226,37,12051.905382800338,12051.905382800338,0.0,20,14,0,1.5,0,0.0,64,64,12051.905382800338,37,5120.0,0,120,26.530000000000005,6.0,0.0001,2,0.0,0.0,2.005283182125106,640.0,95.29296875,0.10993003906249998,161,0,0.0,0,288.81345691149534,609.875,36,1.635587042721404,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,25,0.0,0,8,0.0,0,0.0,412.4012,572.9442,1908.5061646017696,0.0,1908.5061646017696,0.0,0.0,1230.1335,506.5918,0.7156178585281674,57,8709.46761706193,7,3342.4377657384075,3,0.0,3,0.0,2,71.6145,-130.302,37.5,0,0,59,59,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
3,64,3,3,2836.4616000000005,0.0,3653.8091999999992,425.8754,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,11.145,0.0,-7.482000000000002,0.0,77,320.0,22.6919,5970.025899999995,11.279200000000001,0.0,0.0,0.0,0.0,0.0,23,44.9142,320.0,22.6919,11.279200000000001,45.5,0.0,38.7414,0.0025486852330811366,4.8356527777777805,5.400900000000003,1.9025,NaN,3.346785127457002,3.6883279999999994,144.0,144.0,72.0,256.0,176.0,25.0,19,0,0,0,11,0.0,256.0,1913.1782999999998,252.6423,601.4091000000001,24,72,0,4,0.1584476331544742,0.7289598128553187,0.40494630453326885,0,890.6691,696.3340000000004,0,0,12.0,64,0,0,1913.1782999999998,24,15925.062051245231,15925.062051245231,0.0,16,12,0,1.5,0,0.0,64,64,15925.062051245231,24,5120.0,0,88,22.830000000000002,5.0,13.1727,2,0.0,0.0,2.3413589623315256,640.0,88.046875,0.20197248046875005,122,0,0.0,0,328.63484348048536,563.5,37,2.172377142526495,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19,0.0,0,8,0.0,0,0.0,746.74,946.3662,2021.7974982489643,0.0,2021.7974982489643,0.0,0.0,1155.5132,867.2241,0.756217769785392,60,12565.444877713167,4,3359.6171735320654,3,0.0,3,0.0,2,115.13040000000001,-148.5418,37.5,0,0,72,72,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
4,64,3,3,3129.2836,0.0,3890.3763000000013,384.00739999999996,38.7414,0.0,0.0,38.7414,0.0,0.0,0.0025,13.3201,0.0,-17.092525000000002,0.0,118,320.0,27.177999999999997,7793.2391000000025,13.499299999999998,0.0,0.0,0.0,0.0,0.0,27,38.2278,320.0,27.177999999999997,13.499299999999998,45.5,0.0,0.0,0.002248144998258097,4.756849315068492,5.362272602739719,1.9029411764705888,NaN,3.2218173649691315,3.5776781599999987,146.0,146.0,73.0,256.0,180.0,25.0,19,0,0,0,12,0.0,256.0,1999.3447000000006,415.72229999999996,631.5980999999999,23,73,0,4,0.1304622232912116,0.7425517132217625,0.3320006430546061,0,934.6925,694.4999999999999,0,0,17.0,64,0,0,1999.3447000000006,23,17889.288608264025,17889.288608264025,0.0,18,17,0,1.5,0,0.0,64,64,17889.288608264025,23,5120.0,0,147,32.35000000000001,7.0,31.0706,2,0.0,0.0,2.7786780375589353,640.0,85.8984375,0.269583203125,178,0,0.0,0,283.37636633713703,549.75,37,2.551940167529075,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19,0.0,0,8,0.0,0,0.0,911.691,1159.8849,1804.8304735027646,0.0,1804.8304735027646,0.0,0.0,1239.4425,1078.391,0.7676764363569304,60,14008.056176245103,4,3881.232432018923,3,0.0,3,0.0,2,150.15970000000002,-241.9531,37.5,0,0,73,73,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
5,64,3,3,3415.400100000001,0.0,4111.2826000000005,422.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,16.6381,0.0,-29.085924999999996,0.0,182,320.0,33.883500000000005,9283.3968,16.8405,0.0,0.0,0.0,0.0,0.0,28,36.1174,320.0,33.883500000000005,16.8405,45.5,0.0,0.0,0.0026232212683861235,4.73543287671233,5.237009589041094,1.8950000000000002,NaN,3.08618423509604,3.4703478152,146.0,146.0,73.0,256.0,179.0,25.0,18,0,0,0,9,0.0,256.0,1958.3539000000007,497.62260000000003,863.7604999999999,23,73,0,4,0.14531856560119194,0.7581136396910717,0.33472479495940743,0,868.4453000000003,691.3732000000001,0,0,14.0,64,0,0,1958.3539000000007,23,19954.697999851513,19954.697999851513,0.0,18,14,0,1.5,0,0.0,64,64,19954.697999851513,23,5120.0,0,53,26.530000000000005,6.0,42.9076,2,0.0,0.0,3.274765535681141,640.0,84.66796875,0.35996888671875005,77,0,0.0,0,314.7928353351629,541.875,37,2.876952330886321,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,8,0.0,0,0.0,1180.8690000000001,1421.5749999999998,1403.4457184259227,0.0,1403.4457184259227,0.0,0.0,1197.6245000000004,1404.2907,0.7810336175420289,60,15691.532456802648,4,4263.165543048866,3,0.0,3,0.0,2,180.8329,-292.2219,37.5,0,0,73,73,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
6,64,3,3,3695.4081,0.0,4101.685300000001,172.56659999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,19.6336,0.0,-44.122325000000025,0.0,250,320.0,39.992000000000004,12671.996,19.8753,0.0,0.0,0.0,0.0,0.0,29,73.9177,320.0,39.992000000000004,19.8753,45.5,0.0,0.0,0.002136081142199608,4.649866216216215,5.149354054054055,1.9029411764705888,NaN,3.0246175937076587,3.3662373807439994,148.0,148.0,74.0,256.0,182.0,25.0,18,0,0,0,12,0.0,256.0,2135.9100000000008,502.7347,910.1876,22,74,0,4,0.2189245655247649,0.7601555354379188,0.32232672678170227,1,862.4802,688.1801999999998,0,0,17.0,64,0,0,2135.9100000000008,22,20756.245522540456,20756.245522540456,0.0,20,17,0,1.5,0,0.0,64,64,20756.245522540456,22,5120.0,0,42,32.35000000000001,7.0,53.024499999999996,2,0.0,0.0,3.431804915745636,640.0,83.69140625,0.3987444921875,63,0,0.0,0,237.39315162990198,535.625,37,3.114542341590735,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,8,0.0,0,0.0,1183.3447999999999,1447.8778999999997,1298.2449980867814,0.0,1298.2449980867814,0.0,0.0,1263.2002000000002,1465.9468000000002,0.7824667117154318,60,16299.590446150072,4,4456.655076390382,3,0.0,3,0.0,2,211.2776,-339.2008,37.5,0,0,74,74,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
7,64,3,3,3969.8230999999996,0.0,4154.8716,168.35499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,22.3777,0.0,-59.55802500000002,0.0,250,320.0,45.584999999999994,168.35499999999996,22.654299999999996,0.0,0.0,0.0,0.0,0.0,30,96.4479,320.0,45.584999999999994,22.654299999999996,45.5,0.0,0.0,0.0030368619049642937,4.578116233766235,5.069888311688318,1.8978124999999992,NaN,3.005255466355527,3.2652502593216792,154.0,154.0,77.0,256.0,194.0,25.0,14,0,0,0,16,0.0,256.0,2303.8629,516.9934000000001,957.9950000000001,19,77,0,4,0.2609514349519233,0.7620648309619915,0.29669688095767,0,891.5994999999998,705.0299000000002,0,0,32.0,64,0,0,2303.8629,19,22811.756036390067,22811.756036390067,0.0,26,32,0,1.5,0,0.0,64,64,22811.756036390067,19,5120.0,0,45,60.729999999999976,13.0,72.1462,2,0.0,0.0,3.87224018669421,640.0,82.8515625,0.44170109375000005,62,0,0.0,0,281.4119443299646,530.25,37,3.339061618963124,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14,0.0,0,8,0.0,0,0.0,1183.3447999999999,1483.046,1330.949600934024,0.0,1330.949600934024,0.0,0.0,1334.9424999999999,1547.1346,0.7841388995881347,60,17815.368240937187,4,4996.387795452876,3,0.0,3,0.0,2,226.4522,-382.25870000000003,37.5,0,0,77,77,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
8,64,3,3,4238.3568000000005,0.0,4168.962700000002,178.51239999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,25.2603,0.0,-75.32952500000005,0.0,291,320.0,51.4663,8321.838400000006,25.575499999999998,0.0,0.0,0.0,0.0,0.0,31,107.5616,320.0,51.4663,25.575499999999998,45.5,0.0,0.0,0.05,4.606190131578948,5.010774683544307,1.8817647058823526,NaN,2.959335459183676,3.167292751542029,158.0,152.0,79.0,256.0,203.0,25.0,12,0,0,0,19,0.0,256.0,2422.7273999999993,600.5001,1001.0817999999999,17,79,0,3,0.29946834789378296,0.7621079672512938,0.2692839595609051,0,906.5093000000002,700.1409000000002,0,0,34.0,64,0,0,2422.7273999999993,17,23318.76657002986,23318.76657002986,0.0,24,34,0,1.5,0,0.0,64,64,23318.76657002986,17,5120.0,0,42,63.97999999999999,18.0,81.2256,2,0.0,0.0,3.980073609381667,640.0,81.9921875,0.49639794921875,57,0,0.0,0,230.4898620513888,524.75,37,3.4787640899813734,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0,8,0.0,0,0.0,1256.6499,1521.9719000000002,1283.2809161058499,0.0,1283.2809161058499,0.0,0.0,1355.9456999999998,1682.8075,0.7840547373842182,61,18326.03866495592,3,4992.727905073944,3,0.0,3,0.0,2,230.2103,-421.44780000000003,37.5,0,0,79,79,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
9,64,3,3,4501.993600000002,0.0,4052.636200000001,133.66669999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,27.6371,0.0,-91.51352500000007,0.0,332,320.0,56.36319999999999,6872.345200000005,28.0002,0.0,0.0,0.0,0.0,0.0,32,113.2123,320.0,56.36319999999999,28.0002,45.5,0.0,0.0,0.007175441106151633,4.510751700680271,4.994536708860757,1.8614731707317083,NaN,2.9155024726404357,3.072273968995767,158.0,147.0,79.0,256.0,208.0,25.0,11,0,0,0,14,0.0,256.0,2613.8855000000003,640.3481,1017.1901999999999,17,79,0,3,0.32936519276093,0.7548254854176419,0.2533027200092868,0,908.7845000000001,663.0804999999998,0,0,41.0,64,0,0,2613.8855000000003,17,23039.57512768051,23039.57512768051,0.0,19,41,0,1.5,0,0.0,64,64,23039.57512768051,17,5120.0,0,46,76.32040000000003,23.0,89.7204,2,0.0,0.0,3.4104638530625992,640.0,74.98046875,0.53791673828125,64,0,0.0,0,228.6721008840965,479.875,37,3.535198349219943,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,1288.8800999999999,1519.9562000000003,1224.9640543367368,0.0,1224.9640543367368,0.0,0.0,1477.8730999999998,1747.2586999999999,0.777594581297417,61,18141.972679658073,3,4897.602448022435,3,0.0,3,0.0,2,228.5054,-458.6457000000001,37.5,0,0,79,79,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
10,64,3,3,4759.688299999999,0.0,3967.570400000001,168.6905,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,30.5631,0.0,-107.45995357142864,0.0,421,320.0,62.30529999999999,15895.554199999979,30.956100000000006,0.0,0.0,0.0,0.0,0.0,35,115.9,320.0,62.30529999999999,30.956100000000006,45.5,0.0,0.0,0.009219465409281355,4.390750331125829,4.916628000000001,1.830599999999999,NaN,2.8731737053154514,2.9801057499258943,150.0,151.0,75.0,256.0,204.0,25.0,12,0,0,0,16,0.0,256.0,2756.7504000000004,646.1797,1071.7713,17,79,0,3,0.37809172667572666,0.7613860503751404,0.27301326304404205,1,884.8829000000001,663.0033000000001,0,0,29.0,64,0,0,2756.7504000000004,17,24218.59988470619,24218.59988470619,0.0,24,29,0,1.5,0,0.0,64,64,24218.59988470619,17,5120.0,0,90,53.08739999999997,27.0,138.5238,2,0.0,0.0,3.633323864200428,640.0,73.984375,0.588178671875,105,0,0.0,0,286.7394979013419,473.5,37,3.6896314151414966,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0,8,0.0,0,0.0,1370.7089999999998,1546.7547000000002,984.1777724657416,0.0,984.1777724657416,0.0,0.0,1561.0293000000001,1856.4748000000002,0.7837507118443756,61,18998.998646973458,3,5219.601237732731,3,0.0,3,0.0,2,223.8375,-491.6057,37.5,0,0,75,75,"mixed greed, capacity 4",sumsy,1,9.094947017729282e-13,36.24648641
