round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,variant,system,seed,identity,seconds,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate
49,64,3,3,11600.923500000008,0.0,220.33509999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1268.1574,0.0,-607.1988252563787,0.0,1969,320.0,202.8003,65153.53970000004,104.65240000000004,0.0,0.0,0.0,0.0,0.0,0,80.6725,320.0,202.8003,88.76340000000002,45.5,0.0,4014.4848000000047,0.0004273655239835692,5.049910526315787,5.012663888888884,1.7693000000000008,NaN,3.769291015625001,38.7735236956152,156.0,152.0,72.0,256.0,256.0,0.0,0,1,1,0,11,0.0,255.0,6817.798399999999,1399.9543999999999,2034.3408,7,89,0,3,0.5944427561652454,0.6878574686096337,0.30991853289538795,4,889.8866000000003,767.5863999999996,0,0,33.0,64,1,0,6817.798399999999,7,25341.30964258706,25341.30964258706,0.0,26,33,0,1.5,0,0.0,64,64,25341.30964258706,7,5120.0,0,18,58.386900000000026,104.0,0.0,2,52.9634,37.074600000000004,3.5664191801830336,640.0,63.53515625,1.3249630291418664,35,0,0.0,0,202.6307627344244,406.625,25,3.3615390625000003,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,194.434,2780.2409168117083,0.0,2780.2409168117083,0.0,52.9634,2752.8693999999996,3434.2951999999996,0.7256109212965907,61,19316.122542777302,3,6025.187099809766,3,0.0,3,0.0,2,80.6725,1268.1574,37.63500572141973,0,0,72,140,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
50,64,3,3,11715.3028,0.0,183.9242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1344.6153,0.0,-609.1695516654717,0.0,2024,320.0,205.6207,107290.02310000021,104.78209999999997,0.0,0.0,0.0,0.0,0.0,1,79.3172,320.0,205.6207,89.39789999999999,45.5,0.0,4343.507800000006,0.0006672376186839353,5.128534246575343,5.157506849315069,1.7817000000000003,NaN,3.812651372549018,48.30791551601351,152.0,146.0,73.0,255.0,255.0,0.0,0,0,0,0,11,0.0,256.0,6857.3388,1408.0627,2025.9688,7,89,0,3,0.6001216084911829,0.6938373301518754,0.3227075955847116,3,866.1355999999998,748.7660000000001,0,0,19.0,64,0,0,6857.3388,7,25958.223997594858,25958.223997594858,0.0,18,19,0,1.5,0,0.0,64,64,25958.223997594858,7,5120.0,0,19,33.85230000000001,104.0,0.0,2,51.2814,35.8976,3.679261362024395,640.0,63.59375,1.3239728135788698,30,0,0.0,0,170.3693010247971,407.0,25,3.3298491210937495,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,158.7421,2706.7417332031237,0.0,2706.7417332031237,0.0,51.2814,2784.6392000000005,3434.0315,0.7309655461381441,61,19723.899993562874,3,6234.32400403199,3,0.0,3,0.0,2,79.3172,1344.6153,37.58100343285184,0,0,73,135,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
51,64,3,3,11827.1514,0.0,144.03750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1419.5237,0.0,-610.9861916375401,0.0,2090,320.0,208.1514,74044.4726,104.7569,0.0,0.0,0.0,0.0,0.0,1,79.2986,320.0,208.1514,89.90139999999998,45.5,0.0,4659.996800000008,0.0003944537794296909,5.188444520547946,5.104568918918924,1.7916000000000007,NaN,3.854206249999996,60.230674964616554,152.0,146.0,74.0,256.0,256.0,0.0,0,1,1,0,13,0.0,255.0,6891.558600000002,1415.0214,2021.7491,7,89,0,3,0.6041026984628699,0.6942877028358179,0.34503563146103233,2,889.9846000000001,757.5129000000001,0,0,29.0,64,1,0,6891.558600000002,7,25187.924901887036,25187.924901887036,0.0,20,29,0,1.5,0,0.0,64,64,25187.924901887036,7,5120.0,0,17,51.95640000000002,104.0,0.0,2,49.5178,34.6627,3.522173063958801,640.0,63.7109375,1.3239445475223217,23,0,0.0,0,129.8913334683694,407.75,25,3.334320963541667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,123.58470000000001,2746.8912587590644,0.0,2746.8912587590644,0.0,49.5178,2826.0854,3436.7705,0.731272792148095,61,18948.439365297978,3,6239.485536589062,3,0.0,3,0.0,2,79.2986,1419.5237,37.54860205971111,0,0,74,133,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
52,64,3,3,11936.879399999998,0.0,123.18870000000001,9.1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1494.024,0.0,-612.2222916375399,0.0,2173,320.0,210.27200000000008,82654.7707999999,105.87270000000004,0.0,0.0,0.0,0.0,0.0,1,78.4573,320.0,210.27200000000008,90.20020000000002,45.5,0.0,4990.341700000002,0.00055773039862865,5.230783443708611,5.210098611111117,1.8006999999999993,NaN,3.9151878431372564,75.13875085828236,154.0,151.0,72.0,255.0,255.0,0.0,0,1,0,2,12,0.0,255.0,6904.854300000001,1420.8515,2038.6923000000002,7,89,0,3,0.6015442047868413,0.6950091222784953,0.3586752490078742,4,889.8568000000002,789.8483000000002,0,0,24.0,64,1,0,6904.854300000001,7,25219.841119979017,25219.841119979017,0.0,25,24,0,1.5,0,0.0,64,64,25219.841119979017,7,5120.0,0,24,43.216799999999985,104.0,0.0,2,52.2401,36.567800000000005,3.525836463150043,640.0,63.73046875,1.3280545214821433,33,0,0.0,0,194.85281837527495,407.875,24,3.312227701822916,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,102.7359,2630.866040371621,0.0,2630.866040371621,0.0,52.2401,2581.1644,3459.5438,0.7319851336836656,61,19148.328973721826,3,6071.512146257193,3,0.0,3,0.0,2,78.4573,1494.024,37.52916123582667,0,0,72,129,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
53,64,3,3,12044.019100000001,0.0,93.6398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1566.4093,0.0,-613.4541916375399,0.0,2253,320.0,212.8602999999999,139032.48979999986,105.22389999999999,0.0,0.0,0.0,0.0,0.0,0,77.9125,320.0,212.8602999999999,90.7604,45.5,0.0,5288.318900000005,0.0004867885705222777,5.190817880794703,5.161693243243248,1.809399999999998,NaN,3.9467414248021098,93.77833351078928,144.0,151.0,74.0,252.66666666666669,252.66666666666669,0.0,0,1,0,1,14,0.0,255.0,6907.8643999999995,1427.1757,2064.6571999999996,7,89,0,3,0.6030536007626324,0.698181260969863,0.2650571042986123,5,914.0754000000002,783.8135000000002,0,0,41.0,64,1,0,6907.8643999999995,7,25592.702876040024,25592.702876040024,0.0,25,41,0,1.5,0,0.0,64,64,25592.702876040024,7,5120.0,0,23,74.18539999999992,104.0,0.0,2,48.211,33.74739999999999,3.5975759682740307,640.0,63.75,1.3406818483384821,31,0,0.0,0,175.99760623895907,408.0,24,3.3965333658854164,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,78.3795,2606.239686764709,0.0,2606.239686764709,0.0,48.211,2622.139000000001,3491.8329,0.7348145342184624,61,19500.789036636197,3,6091.913839403828,3,0.0,3,0.0,2,77.9125,1566.4093,37.892788353854264,0,0,74,126,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
54,64,3,3,12148.4714,0.0,74.9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1637.1835,0.0,-614.245446255687,0.0,2292,320.0,215.54769999999996,72411.44139999998,105.04579999999999,0.0,0.0,0.0,0.0,0.0,1,78.4151,320.0,215.54769999999996,91.38749999999997,45.5,0.0,5597.2223000000085,0.0002819575877439588,5.3049713333333335,5.162868421052629,1.8221999999999998,NaN,3.9826141732283467,117.08216497828485,144.0,150.0,76.0,254.0,254.0,0.0,0,1,0,1,19,0.0,255.0,6913.0458000000035,1437.228,2082.599,7,89,0,3,0.611382031401412,0.7044585965937893,0.32604301223877674,6,923.9368000000003,795.7457,0,0,42.0,64,1,0,6913.0458000000035,7,26370.35913668298,26370.35913668298,0.0,24,42,0,1.5,0,0.0,64,64,26370.35913668298,7,5120.0,0,21,76.5324,104.0,0.0,2,45.5274,31.868900000000004,3.7486647706243756,640.0,63.69140625,1.3434183394718393,26,0,0.0,0,154.70645676142132,407.625,24,3.409881998697917,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,59.9361,2701.0738450759472,0.0,2701.0738450759472,0.0,45.5274,2672.0777000000003,3519.827,0.7403484641465794,61,20119.43339161638,3,6250.925745066599,3,0.0,3,0.0,2,78.4151,1637.1835,37.73567301231256,0,0,76,130,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
55,64,3,3,12251.734199999999,0.0,54.7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1705.977,0.0,-614.8513462556871,0.0,2345,320.0,216.73719999999997,137342.85629999987,104.47649999999999,0.0,0.0,0.0,0.0,0.0,2,77.2659,320.0,216.73719999999997,91.27709999999996,45.5,0.0,5923.318300000006,0.0005405579999681478,5.354507432432435,5.152625974025973,1.8288000000000006,NaN,4.026929921259844,146.21617686996035,142.0,148.0,77.0,254.0,254.0,0.0,0,1,0,2,13,0.0,255.0,6931.182899999999,1445.1713,2092.1371,7,89,0,3,0.6116847378695633,0.7037949363391405,0.29693404488827135,5,923.6668999999998,792.4671000000003,0,0,38.0,64,1,0,6931.182899999999,7,26015.660766111723,26015.660766111723,0.0,22,38,0,1.5,0,0.0,64,64,26015.660766111723,7,5120.0,0,21,69.49440000000003,104.0,0.0,2,43.9979,30.79850000000001,3.6759742264570336,640.0,63.90625,1.3451940114956034,28,0,0.0,0,188.87786526970314,409.0,24,3.39432421875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,44.981300000000005,2854.3589727310386,0.0,2854.3589727310386,0.0,43.9979,2714.0637999999994,3537.3084,0.7397850213602108,61,19933.506074933164,3,6082.15469117857,3,0.0,3,0.0,2,77.2659,1705.977,37.64140380738753,0,0,77,135,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
56,64,3,3,12352.568200000003,0.0,36.5805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1776.7212,0.0,-615.3026671672942,0.0,2403,320.0,219.166,84252.04430000005,107.86680000000005,0.0,0.0,0.0,0.0,0.0,1,77.6289,320.0,219.166,91.7719,45.5,0.0,6258.0862000000025,0.00027911646153036334,5.506264666666665,5.457885915492963,1.836300000000001,NaN,4.0664558047493395,182.63778761514163,150.0,150.0,71.0,252.66666666666669,252.66666666666669,0.0,0,2,1,2,17,0.0,254.0,6917.078100000001,1455.6717,2125.4683,7,89,0,3,0.6190677392470814,0.7063779898691236,0.33559029234998805,6,913.6208999999999,825.9396999999997,0,0,33.0,64,2,0,6917.078100000001,7,26231.41105936613,26231.41105936613,0.0,26,33,0,1.5,0,0.0,64,64,26231.41105936613,7,5120.0,0,19,60.59790000000003,104.0,0.0,2,53.6494,37.554400000000015,3.72094512956545,640.0,63.96484375,1.352771672522362,23,0,0.0,0,147.3663268028984,409.375,24,3.4605696614583334,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,26.843400000000003,2848.653973023827,0.0,2848.653973023827,0.0,53.6494,2724.5384999999997,3581.1400000000003,0.742043903468877,61,20192.153332794733,3,6039.257726571402,3,0.0,3,0.0,2,77.6289,1776.7212,37.58484228443252,0,0,71,135,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
57,64,3,3,12452.031900000004,0.0,23.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1844.8553,0.0,-615.5612891323171,0.0,2483,320.0,220.5363,167613.1467,106.65149999999997,0.0,0.0,0.0,0.0,0.0,2,75.3006,320.0,220.5363,91.75939999999997,45.5,0.0,6562.915500000001,0.0004563775041462152,5.648030882352941,5.2572123287671175,1.8456999999999988,NaN,4.1330822516556305,228.16877405078745,150.0,136.0,73.0,251.66666666666669,251.66666666666669,0.0,0,2,1,4,10,0.0,253.0,6975.4522,1456.7242,2099.6996,7,89,0,3,0.612255491568704,0.7004779875074689,0.3111049892621873,5,957.3239,768.1322,0,0,47.0,64,2,0,6975.4522,7,25513.566845383393,25513.566845383393,0.0,14,47,0,1.5,0,0.0,64,64,25513.566845383393,7,5120.0,0,15,86.74789999999994,101.0,0.0,2,49.6389,34.74650000000001,3.5693863882399945,640.0,64.04296875,1.3473543707009175,21,0,0.0,0,117.83863479922893,409.875,24,3.4235966796875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,18.5305,2932.648855215729,0.0,2932.648855215729,0.0,49.6389,2786.57,3556.4238,0.7369929210572264,61,19752.42315594721,3,5761.143689436189,3,0.0,3,0.0,2,75.3006,1844.8553,37.55090537065951,0,0,73,133,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
58,64,3,3,12549.801199999998,0.0,17.912599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1913.2283,0.0,-615.7554730716842,0.0,2544,320.0,222.2306999999999,170053.75240000026,108.29999999999998,0.0,0.0,0.0,0.0,0.0,1,72.57730000000001,320.0,222.2306999999999,91.90189999999996,45.5,0.0,6916.0365,0.00022333837814367431,5.5762722222222205,5.303754411764707,1.8539999999999994,NaN,4.264249999999998,285.0863609093889,154.0,144.0,68.0,247.99999999999997,247.99999999999997,0.0,0,2,0,2,12,0.0,253.0,7013.0155,1445.0515,2105.9285999999997,7,89,0,3,0.6105710805234212,0.7048618696129534,0.3439577936809253,5,930.5078000000002,802.9831999999998,0,0,29.0,64,2,0,7013.0155,7,26028.81410493505,26028.81410493505,0.0,18,29,0,1.5,0,0.0,64,64,26028.81410493505,7,5120.0,0,13,53.765999999999984,101.0,0.0,2,54.659800000000004,38.261500000000005,3.6621984841801427,640.0,64.140625,1.3524646001119345,20,0,0.0,0,122.47077422054744,410.5,24,3.3897018229166664,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,14.2473,2695.9266736514546,0.0,2695.9266736514546,0.0,54.659800000000004,2835.0387,3550.9801,0.7409754087152183,61,20132.68462361755,3,5896.129481317497,3,0.0,3,0.0,2,72.57730000000001,1913.2283,37.9060522761023,0,0,68,126,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
59,63,3,3,12645.121700000003,0.0,14.943299999999999,2.5569,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1978.9478,0.0,-615.9346730716841,0.0,2609,320.0,224.67949999999996,109620.24359999997,106.99529999999997,0.0,0.0,0.0,0.0,0.0,0,72.5188,320.0,224.67949999999996,92.45199999999996,45.5,0.0,7252.977200000004,0.00021352904229915502,5.5114949640287785,5.347454285714288,1.8679000000000001,NaN,4.273449867374004,356.2370826822636,160.0,139.0,70.0,250.0,250.0,0.0,0,1,0,2,13,0.0,251.0,7107.511700000003,1445.6194,2040.524,7,89,0,3,0.6038052397928806,0.6939315864752034,0.33555054924363326,4,968.1592999999999,766.0978000000002,0,0,40.0,63,1,0,7107.511700000003,7,24920.44536543873,24920.44536543873,0.0,15,40,0,1.5,0,0.0,63,63,24920.44536543873,7,5120.0,0,20,74.71600000000001,99.0,0.0,2,48.479299999999995,33.936099999999996,3.4274859855232624,640.0,64.00390625,1.3369778499109108,32,0,0.0,0,201.12401438015013,409.625,24,3.181853352864583,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2926.4568,14.943299999999999,2641.7358249999984,0.0,2641.7358249999984,0.0,48.479299999999995,2887.3312,3486.1434000000004,0.7319039854182683,60,19401.474676174043,3,5518.970689264691,3,0.0,3,0.0,2,72.5188,1978.9478,37.74363136566138,1,0,70,119,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
60,63,3,3,12726.048100000007,6.8116,147.98739999999998,133.7895,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,2043.5123,0.0,-616.0220730716842,0.0,2644,315.0,227.26200000000009,164925.79030000005,107.15700000000004,0.0,0.0,0.0,0.0,0.0,1,70.5749,315.0,227.26200000000009,93.08500000000001,45.0,0.0,7374.64090000001,0.0003213099267612758,5.350824683544303,5.366767605633801,1.8954999999999986,NaN,4.317508042895442,445.1791109519911,150.0,158.0,71.0,248.66666666666669,248.66666666666669,0.0,0,1,0,1,15,0.0,251.0,6947.191200000003,1447.9981,2216.7716,7,89,0,3,0.6102824610408222,0.6931879306434521,0.2620538517063382,5,964.3606999999997,845.4302999999999,0,0,51.0,63,1,0,6947.191200000003,7,24045.474470590787,24045.474470590787,0.0,33,51,0,1.5,0,0.0,63,63,24045.474470590787,7,5120.0,0,32,96.67049999999993,100.0,0.0,2,46.9071,32.8349,3.288039066182618,640.0,64.00390625,1.3701717997902965,38,0,0.0,0,198.19809431618273,409.625,23,3.295345540364583,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,3060.2463000000002,147.98739999999998,2240.1617307313377,0.0,2240.1617307313377,0.0,46.9071,2208.1750999999995,3664.7697,0.7312328335939429,60,18619.365515589292,3,5426.108955001483,3,0.0,3,0.0,2,70.5749,2043.5123,37.64617881939682,0,0,71,110,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
61,63,3,3,12811.7427,6.8116,143.022,3.5924,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,2103.5912,0.0,-617.5019730716842,0.0,2704,315.0,229.30540000000005,187306.36540000007,103.89640000000003,0.0,0.0,0.0,0.0,0.0,0,69.39150000000001,315.0,229.30540000000005,93.49420000000002,45.0,0.0,7715.395600000014,0.00020715626226342306,5.363055405405407,5.316258227848099,1.8973999999999998,NaN,4.3218684000000005,556.3601635611758,138.0,148.0,79.0,250.0,250.0,0.0,0,1,0,1,15,0.0,251.0,6982.6358,1468.0913999999998,2188.0328,7,89,0,3,0.6114437346297097,0.699528443790441,0.3366271728046115,4,954.2364,793.7322000000003,0,0,37.0,63,1,0,6982.6358,7,25384.29630942239,25384.29630942239,0.0,23,37,0,1.5,0,0.0,63,63,25384.29630942239,7,5120.0,0,35,70.20379999999999,100.0,0.0,2,34.6757,24.273600000000002,3.542684874683774,640.0,64.00390625,1.3674668259679277,41,0,0.0,0,193.96262623357472,409.625,23,3.2184077148437504,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,3060.2463000000002,143.022,2419.241884665633,0.0,2419.241884665633,0.0,34.6757,2204.7866000000004,3656.1241999999993,0.7369868765828798,60,19654.549188595593,3,5729.747120826786,3,0.0,3,0.0,2,69.39150000000001,2103.5912,37.5877072916381,0,0,79,114,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
62,63,3,3,12895.659000000003,6.8116,333.311,198.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,2163.4349,0.0,-618.9321730716842,0.0,2775,315.0,231.0837,106847.9390999999,104.8902,0.0,0.0,0.0,0.0,0.0,0,68.55600000000001,315.0,231.0837,93.76850000000002,45.0,0.0,8073.688100000015,0.00017764185072276041,5.430633333333334,5.415745569620256,1.9067000000000005,NaN,4.354321199999999,695.3398910765209,134.0,141.0,79.0,250.0,250.0,0.0,0,1,0,2,11,0.0,251.0,6841.9908,1489.8606,2331.8167000000003,7,89,0,3,0.6009533518755836,0.6984621178311312,0.3202742308449362,5,943.9359000000002,765.7193000000001,0,0,33.0,63,1,0,6841.9908,7,25660.625458376475,25660.625458376475,0.0,17,33,0,1.5,0,0.0,63,63,25660.625458376475,7,5120.0,0,22,62.92110000000002,102.0,0.0,2,37.072900000000004,25.9515,3.624173103076485,640.0,64.0625,1.3991915760495066,25,0,0.0,0,129.50765905445064,410.0,23,3.16080517578125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,3259.2345,333.311,2576.0581359594926,0.0,2576.0581359594926,0.0,37.072900000000004,2036.7903000000003,3821.6773000000003,0.7361930988441423,60,20126.65378347344,3,5533.971674903034,3,0.0,3,0.0,2,68.55600000000001,2163.4349,37.552624374982855,0,0,79,124,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
63,63,3,3,12977.714100000003,6.8116,362.90270000000004,48.2403,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,2226.1787,0.0,-622.2652730716843,0.0,2828,315.0,232.9449000000001,185202.38220000014,109.06580000000007,0.0,0.0,0.0,0.0,0.0,0,68.7738,315.0,232.9449000000001,94.06110000000004,45.0,0.0,8448.852500000015,0.0003064584101722379,5.561420394736842,5.545657746478873,1.9076000000000009,NaN,4.421501206434313,869.0678598719508,146.0,152.0,71.0,248.66666666666666,248.66666666666666,0.0,0,1,0,2,17,0.0,251.0,6790.2665,1491.3668,2401.1283,7,89,0,3,0.6039910421310477,0.6978846917818027,0.321210927398468,6,945.2753000000001,845.3359,0,0,33.0,63,1,0,6790.2665,7,25202.62781471223,25202.62781471223,0.0,28,33,0,1.5,0,0.0,63,63,25202.62781471223,7,5120.0,0,17,62.95080000000003,102.0,0.0,2,50.0151,35.0103,3.544851619597129,640.0,63.9453125,1.412657273754704,22,0,0.0,0,114.48230103818925,409.25,23,3.2168432617187506,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,3307.4748,362.90270000000004,2682.9996267341785,0.0,2682.9996267341785,0.0,50.0151,2015.639,3892.4951,0.7356280402337374,60,19797.67279064946,3,5404.9550240627705,3,0.0,3,0.0,2,68.7738,2226.1787,37.531574624989716,0,0,71,128,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
64,63,3,3,13057.866100000003,6.8116,351.7915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,2285.5656,0.0,-624.0038730716842,0.0,2893,315.0,234.84799999999996,195236.6048,106.91659999999996,0.0,0.0,0.0,0.0,0.0,1,65.59649999999999,315.0,234.84799999999996,94.40889999999996,45.0,0.0,8845.535000000022,0.00017422763539573445,5.712908571428572,5.447346666666669,1.9144000000000003,NaN,4.507449865951744,1086.2310309854493,140.0,140.0,75.0,248.66666666666669,248.66666666666669,0.0,0,1,0,2,9,0.0,251.0,6856.2338,1492.7322,2357.7380000000003,7,89,0,3,0.6019825469945739,0.6975176836918922,0.3353357324955657,8,958.2192999999999,799.8072000000001,0,0,31.0,63,1,0,6856.2338,7,25204.459484583076,25204.459484583076,0.0,16,31,0,1.5,0,0.0,63,63,25204.459484583076,7,5120.0,0,12,59.34640000000001,101.0,0.0,2,41.6918,29.1846,3.5323423967105727,640.0,63.9453125,1.4042297431590727,19,0,0.0,0,130.12304786046147,409.25,22,3.1138880208333335,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,3307.4748,351.7915,2869.1688571857394,0.0,2869.1688571857394,0.0,41.6918,1891.7136,3850.4701999999997,0.7355300506137477,60,19876.379219730636,3,5328.080264852448,3,0.0,3,0.0,2,65.59649999999999,2285.5656,37.518944774993834,0,0,75,130,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
