round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,variant,system,seed,identity,seconds,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate
94,64,3,3,14968.050500000001,0.0,859.3041999999999,61.206900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3952.7588,0.0,-882.6356028330941,0.0,327,320.0,273.2906,62.95960000000001,198.50520000000014,0.0,0.0,0.0,0.0,0.0,18,102.573,320.0,273.2906,96.51159999999999,45.5,0.0,0.4384,0.05,5.01272015503876,5.2205359375,13.738906249999996,NaN,3.90287157389323,44.10318148184565,128.0,129.0,64.0,250.66666666666666,167.99999999999997,25.0,20,1,1,4,5,4.0,255.0,5247.539299999999,1453.6365,2155.1994,26,70,0,6,0.6452645751862209,0.7360071794386489,0.4873770813424052,7,901.5814000000001,646.6409000000001,5,0,32.0,0,0,1,0.0,0,0.0,59434.7379527566,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,439.64499999999987,13.0,2056.3435,2,339.9774,237.98530000000008,10.388763507738586,640.0,51.5625,1.6306019299838703,4,0,0.0,0,67.12599582218748,330.0,48,10.656825358072915,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0.0,0,8,0.0,0,0.0,1227.6087000000002,474.11870000000005,0.0,0.0,0.0,0.0,339.9774,4569.118899999998,5665.1794,0.7696525696559791,58,36914.490226906986,6,22520.24772584961,3,0.0,3,0.0,2,102.573,3952.7588,38.3357497359631,0,0,64,64,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
95,64,3,3,15013.393799999998,0.0,834.9388999999996,50.2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,4002.6893,0.0,-890.0954028330941,0.0,333,320.0,274.6567000000001,131.9828,201.6368000000001,0.0,0.0,0.0,0.0,0.0,26,102.90369999999999,320.0,274.6567000000001,96.68809999999999,45.5,0.0,36.9722,0.05,5.069782733812949,5.156088888888885,13.942110810810812,NaN,3.9936047745939476,42.78008603739028,126.0,139.0,63.0,249.66666666666666,168.0,25.0,21,1,1,2,10,9.0,255.0,5154.643400000001,1443.4560000000001,2196.76,26,70,0,6,0.6589676740538444,0.7377629999428821,0.48704887016956766,6,918.2941,704.6997999999999,10,0,37.0,0,0,1,0.0,0,0.0,58900.50135329106,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,515.8581,15.0,2112.9414,2,349.82980000000003,244.881,10.302408451974156,640.0,51.5625,1.6482043264936614,5,0,0.0,0,117.3301843231914,330.0,47,10.76508203125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21,0.0,0,8,0.0,0,0.0,1227.6087000000002,433.4014,0.0,0.0,0.0,0.0,349.82980000000003,4483.614800000001,5753.157400000001,0.7711309238985395,58,36480.72309502295,6,22419.778258268117,3,0.0,3,0.0,2,102.90369999999999,4002.6893,38.36641073782209,0,0,63,63,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
96,64,3,3,15058.1066,0.0,840.9404,83.79079999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,4045.0116,0.0,-897.9879028330952,0.0,339,320.0,275.28720000000004,136.5242,195.6751,0.0,0.0,0.0,0.0,0.0,15,102.01429999999999,320.0,275.28720000000004,96.57200000000005,45.5,0.0,24.145500000000002,0.05,5.10933606557377,5.221604477611941,13.720494117647064,NaN,3.962260262418635,43.58640333605317,134.0,122.0,67.0,252.33333333333334,175.0,25.0,18,2,1,3,4,4.0,254.0,5152.219000000001,1450.9505,2183.6348,26,70,0,6,0.647881875629704,0.7390922519551042,0.45382409627294784,5,941.0941,623.3389999999999,4,0,34.0,0,0,2,0.0,0,0.0,59482.24194600238,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,466.4968000000002,14.0,2124.2763999999997,2,330.3455,231.24119999999996,10.416385428685539,640.0,51.5625,1.6496354625846599,3,0,0.0,0,60.68422353361569,330.0,47,10.60101025390625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,8,0.0,0,0.0,1227.6087000000002,446.31429999999995,0.0,0.0,0.0,0.0,330.3455,4512.782199999999,5758.8617,0.7723144355509015,58,36801.325408218145,6,22680.916537784233,3,0.0,3,0.0,2,102.01429999999999,4045.0116,38.38959812047796,0,0,67,67,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
97,64,3,3,15102.093100000002,0.0,854.0232,89.4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,4092.5666,0.0,-905.7359055679343,0.0,342,320.0,276.01350000000014,125.9261,202.42610000000005,0.0,0.0,0.0,0.0,0.0,18,102.6951,320.0,276.01350000000014,96.4479,45.5,0.0,24.7933,0.05,5.170828676470591,5.297024999999999,14.10458529411765,NaN,3.989178526045198,42.96406188113505,128.0,136.0,64.0,250.33333333333331,169.0,25.0,20,0,0,3,9,6.0,256.0,5070.0163999999995,1452.1151,2239.6219,26,70,0,6,0.6463963163906135,0.7434362883285801,0.4730291599009506,5,923.7397000000002,703.2327000000004,10,1,34.0,0,0,0,0.0,0,0.0,67865.68075645146,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,479.55590000000007,14.0,2145.078,2,353.2647,247.28749999999994,12.069741969415537,640.0,51.54296875,1.6651004590825784,6,0,0.0,0,107.18381055593943,329.875,47,10.7448369140625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0.0,0,8,0.0,0,0.0,1227.6087000000002,435.71899999999994,0.0,0.0,0.0,0.0,353.2647,4438.0219,5836.814999999999,0.7763119328222066,58,42400.624459382256,6,25465.056297069197,3,0.0,3,0.0,2,102.6951,4092.5666,38.40713357861146,0,0,64,64,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
98,64,3,3,15144.773699999994,0.0,837.7925999999999,51.17099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,4133.3113,0.0,-912.7793745978872,0.0,345,320.0,277.31940000000003,79.6395,197.2833,0.0,0.0,0.0,0.0,0.0,38,102.92490000000001,320.0,277.31940000000003,96.68910000000004,45.5,0.0,13.156499999999998,0.05,5.2100788617886185,5.347374626865672,13.362289999999998,NaN,3.9035325296809527,47.474831876529066,134.0,123.0,67.0,252.0,173.00000000000003,25.0,19,1,1,2,5,0.0,255.0,5103.824,1464.0837999999999,2228.4408,26,70,0,6,0.6511062256946947,0.7430473953096008,0.4729944535007642,7,923.7386,640.8397000000001,5,0,30.0,0,0,1,0.0,0,0.0,67283.46322924705,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,400.86869999999993,12.0,2112.1889,2,335.31440000000003,234.721,11.949357219776877,640.0,51.54296875,1.659011940198778,3,0,0.0,0,70.84365112727997,329.875,47,10.573494954427083,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19,0.0,0,8,0.0,0,0.0,1227.6087000000002,428.6812999999999,0.0,0.0,0.0,0.0,335.31440000000003,4534.683399999999,5804.7135,0.7759661626506253,58,41986.40785869361,6,25297.05537055345,3,0.0,3,0.0,2,102.92490000000001,4133.3113,38.42039476882491,0,0,67,67,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
99,64,3,3,15186.556799999997,0.0,862.7691999999998,84.7379,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,4175.5003,0.0,-918.8502175907613,0.0,352,320.0,278.2169,117.3472,200.12870000000012,0.0,0.0,0.0,0.0,0.0,54,102.4384,320.0,278.2169,96.70779999999998,45.5,0.0,14.046600000000002,0.05,5.142317054263566,5.201939999999997,14.12709259259259,NaN,3.945888002080909,50.64642879819174,130.0,129.0,65.0,252.33333333333334,168.0,25.0,20,1,0,6,5,2.0,255.0,5140.551499999999,1458.1352000000002,2240.0117999999998,26,70,0,6,0.6501842035455729,0.7430722326955008,0.48362113555730746,7,910.5347999999999,663.3589000000001,6,1,27.0,0,0,1,0.0,0,0.0,67037.34341931641,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,381.4314999999999,11.0,2069.9196,2,344.7386,241.31649999999996,11.894062677182495,640.0,51.54296875,1.6519914547020835,3,0,0.0,0,69.54100398747096,329.875,47,10.356865071614585,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0.0,0,8,0.0,0,0.0,1227.6087000000002,434.2081,0.0,0.0,0.0,0.0,344.7386,4591.744199999999,5768.0666,0.775983372635455,58,41778.53955740509,6,25258.803861911296,3,0.0,3,0.0,2,102.4384,4175.5003,38.43042354392384,0,0,65,65,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
100,64,3,3,15227.873899999997,0.0,851.5631,55.38720000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,4219.8603,0.0,-925.8139175907611,0.0,362,320.0,278.6829000000001,94.93289999999998,202.26549999999983,0.0,0.0,0.0,0.0,0.0,37,102.2678,320.0,278.6829000000001,96.49240000000003,45.5,0.0,11.8706,0.05,5.184869047619047,5.203888888888889,13.366613513513515,NaN,4.168694401762651,49.127035934245995,126.0,126.0,63.0,247.33333333333331,168.0,25.0,21,3,2,7,6,5.0,253.0,5114.965,1447.9533999999999,2253.1778,26,70,0,6,0.6436937551136714,0.7431032321134954,0.49235454927508915,7,948.8623999999999,653.2935,6,0,37.0,0,0,3,0.0,0,0.0,66247.84346732595,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,494.5647000000001,15.0,2089.6495999999997,2,352.5791,246.8067,11.746042032855355,640.0,51.58203125,1.6532476632921878,4,0,0.0,0,80.3453972480057,330.125,47,10.520047200520834,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21,0.0,0,8,0.0,0,0.0,1227.6087000000002,435.7176,0.0,0.0,0.0,0.0,352.5791,4591.6113000000005,5790.780799999999,0.775986775372353,58,41356.348184566945,6,24891.495282758988,3,0.0,3,0.0,2,102.2678,4219.8603,38.19781765794288,0,0,63,63,"no greed, fully responsive",sumsy,10,-3.637978807091713e-12,4.717797348,,,,,,,,,,,,,,,
1,64,3,3,14731.961700000003,0.0,1717.4325000000003,198.6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,131.8967,0.0,0.0,0.0,0,320.0,262.96810000000005,198.6825,133.421,0.0,0.0,0.0,0.0,0.0,0,33.8684,320.0,262.96810000000005,130.7226,45.5,0.0,0.0,0.0,6.75,7.020000000000001,2.6999999999999984,NaN,4.942553097345125,5.292000000000001,60.0,23.0,30.0,256.0,113.0,25.0,34,0,0,0,12,2.0,256.0,12582.957500000002,591.7107,963.018,66,30,0,11,0.4323182078567378,0.45957198390664833,0.5798985853617264,0,658.6544000000001,155.25,5,0,64.0,16,0,0,5558.360000000001,66,16940.95580117738,26561.836471368075,0.0,16,0,0,1.5,0,0.0,16,16,16940.95580117738,66,4047.0,0,0,172.7999999999999,26.0,428.5104,2,8.9928,6.2944,2.350147518585436,640.0,73.0078125,0.38735138671875,41,0,0.0,0,6064.13415675517,467.25,19,1.5895553755032725,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0.0,0,8,0.0,0,0.0,104.37,104.37,145.06200000000004,0.0,145.06200000000004,0.0,8.9928,4614.5136999999995,1983.2391,0.5309615964369088,53,18655.96112917236,11,7905.875342195715,3,0.0,3,0.0,2,33.8684,37.58420000000001,50.62500000000001,0,0,30,30,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,92.8125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
2,64,3,3,14787.916800000006,0.0,4673.776557692306,145.4906,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,220.3295,0.0,-1.9868000000000001,0.0,0,320.0,264.0449000000001,145.4906,130.38720000000004,0.0,0.0,0.0,0.0,0.0,0,68.60849999999999,320.0,264.0449000000001,130.38720000000004,45.5,0.0,0.0,0.03229549658374541,6.614010559006209,7.4223448275862,2.860210937499997,NaN,4.890886328124995,5.13324,174.0,161.0,87.0,256.0,256.0,9.0,0,0,0,1,10,1.0,256.0,12307.873600000004,851.9047,908.5005000000001,9,87,0,2,0.4590572602545251,0.5397293814996369,0.021104307355701346,0,1357.8835999999997,1064.8556999999996,4,0,128.0,16,0,0,5368.0768,9,22101.805396019565,32764.838397825948,0.0,31,35,0,1.5,0,0.0,16,16,22101.805396019565,9,3988.0,0,77,366.10699999999963,71.0,430.7,2,0.0,0.0,3.04110408911865,640.0,70.91796875,0.44392237229567355,100,0,0.0,0,1654.0493658041876,453.875,23,3.6641528299007007,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,246.0017,244.6421,3539.1702207794365,0.0,3539.1702207794365,0.0,0.0,5191.1867,2191.1052,0.59909017664342,62,31763.20206724289,2,1001.6363305830557,3,0.0,3,0.0,2,68.60849999999999,130.7326,50.81971153846153,0,0,87,87,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,33.4125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
3,64,3,3,14842.692099999998,0.0,4444.708600000002,8.9143,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,250.7584,0.0,-5.329199999999999,0.0,32,320.0,265.2247,9373.259699999999,130.6386,0.0,0.0,0.0,0.0,0.0,0,84.25659999999999,320.0,265.2247,130.6386,45.5,0.0,0.0,0.05,6.5236054054054,7.349259459459459,2.6072326530612226,NaN,4.764626160498616,4.979242800000001,148.0,148.0,74.0,254.66666666666666,240.0,25.0,2,0,0,0,11,5.0,256.0,12416.666299999997,795.2158,933.0128,9,87,0,2,0.4462842827677913,0.5671771422186955,0.10404458187167931,0,1247.0837999999994,965.4935999999992,6,0,98.0,16,0,0,5557.060600000001,9,24786.974469220873,35487.19785013033,0.0,11,18,0,1.5,0,0.0,16,16,24786.974469220873,9,3945.0,0,17,255.50879999999984,65.0,362.7822,2,0.0,0.0,3.5957783492592283,640.0,69.609375,0.4658382523287258,36,0,0.0,0,346.0697304684555,445.5,23,3.0574184240834157,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0.0,0,8,0.0,0,0.0,246.0017,241.06339999999997,2907.2333750113926,0.0,2907.2333750113926,0.0,0.0,5308.520200000001,2091.0108,0.6223935519151844,62,34157.69601634491,2,1329.5018337854253,3,0.0,3,0.0,2,84.25659999999999,165.87709999999998,50.72235576923077,0,0,74,74,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,90.9425,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
4,64,3,3,14896.411299999998,0.0,4400.671299999999,194.39000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,282.0621,0.0,-8.588599999999998,0.0,64,320.0,266.2808,8064.627499999996,130.8835,0.0,0.0,0.0,0.0,0.0,0,91.7053,320.0,266.2808,130.8835,45.5,0.0,0.0,0.004313671067887676,7.244837162162163,7.1810779220779235,2.7430651515151583,NaN,4.721245316033158,4.829865515999999,154.0,148.0,77.0,256.0,251.0,25.0,1,0,0,1,12,2.0,256.0,12174.288700000001,761.9934,1043.7042999999999,9,87,0,2,0.46936837917171315,0.5632476072554342,0.06844134599188956,0,1293.5757999999994,1072.2359000000001,5,0,132.0,16,0,0,5522.5415,9,24300.811755633615,34352.0408332244,0.0,19,34,0,1.5,0,0.0,16,16,24300.811755633615,9,3910.0,0,36,362.0846000000009,70.0,542.6575,2,0.0,0.0,3.46441917328883,640.0,68.6328125,0.5691669605196444,53,0,0.0,0,622.5117267393176,439.25,22,4.00029412143843,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,8,0.0,0,0.0,432.9194,422.5147,2788.194122862801,0.0,2788.194122862801,0.0,0.0,4859.632,2348.3552,0.6185980569073746,62,33190.69408181434,2,1161.3467514100535,3,0.0,3,0.0,2,91.7053,201.89639999999997,51.30770733173078,0,0,77,77,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,89.6994,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
5,64,3,3,14949.066799999999,0.0,4162.357299999999,9.8328,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,303.2685,0.0,-13.615399999999998,0.0,70,320.0,267.3445000000001,1562.8190999999997,131.19380000000004,0.0,0.0,0.0,0.0,0.0,0,95.9302,320.0,267.3445000000001,131.19380000000004,45.5,0.0,0.0,0.005630048889270271,7.342411805555557,7.457991999999998,2.447213953488374,NaN,4.731105099643693,4.684969550520001,150.0,144.0,75.0,254.66666666666666,244.0,25.0,2,0,0,0,7,1.0,256.0,12242.016799999998,738.6836,1139.9614000000001,9,87,0,2,0.451698180360282,0.5430979504548119,0.09262224596806301,0,1261.5644999999997,1057.3073000000002,2,0,86.0,16,0,0,5570.732500000001,9,22461.675996719114,32590.97796706588,0.0,15,8,0,1.5,0,0.0,16,16,22461.675996719114,9,3889.0,0,24,210.4604000000002,67.0,429.2063,2,0.0,0.0,3.1507468490231005,640.0,61.97265625,0.6094733009088962,39,0,0.0,0,167.81017251941165,396.625,22,3.838460591796471,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0.0,0,8,0.0,0,0.0,442.7521,409.6893,2613.6565832389224,0.0,2613.6565832389224,0.0,0.0,4933.6170999999995,2307.8513,0.6008473930020608,62,31430.025663970624,2,1160.9523030952544,3,0.0,3,0.0,2,95.9302,227.8184,51.60770000751202,0,0,75,75,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,99.6163,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
6,64,3,3,15000.6003,0.0,4023.7301000000016,110.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,323.0338,0.0,-18.467000000000002,0.0,94,320.0,268.4665,5676.625599999999,131.55039999999994,0.0,0.0,0.0,0.0,0.0,0,97.80969999999999,320.0,268.4665,131.55039999999994,45.5,0.0,0.0,0.030811794986327662,7.412684615384619,7.342909859154931,2.550332456140349,NaN,4.659547942305436,4.5444204640044,142.0,143.0,71.0,256.0,237.0,25.0,4,0,0,1,7,2.0,256.0,12081.5175,799.0405,1301.9878,9,87,0,2,0.4489383443812003,0.5855380185695533,0.11732437528117035,0,1214.7389999999994,1060.0139000000006,3,0,114.0,16,0,0,5464.1005,9,26174.918293270515,37999.91796883899,0.0,12,31,0,1.5,0,0.0,16,16,26174.918293270515,9,3889.0,0,27,290.7378999999998,68.0,397.211,2,0.0,0.0,4.2822984477645205,640.0,61.81640625,0.6923906687665902,31,0,0.0,0,194.88698906233228,395.625,21,4.502257747353086,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0.0,0,8,0.0,0,0.0,552.7633,496.5507,2291.4129698169263,0.0,2291.4129698169263,0.0,0.0,4601.9310000000005,2498.2392999999997,0.6379583348836493,62,36806.12788020473,2,1193.7900886342527,3,0.0,3,0.0,2,97.80969999999999,252.2993,51.76144625384992,0,0,71,71,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,100.9581,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
7,64,3,3,15051.128299999998,0.0,3825.1886999999997,55.5976,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,341.728,0.0,-24.1398,0.0,128,320.0,269.472,5830.171800000002,131.86679999999998,0.0,0.0,0.0,0.0,0.0,0,99.1392,320.0,269.472,131.86679999999998,45.5,0.0,0.0,0.008685318219840105,7.341575,7.2881000000000045,2.3428285714285733,NaN,4.673338422291993,4.408087850084268,144.0,144.0,72.0,254.66666666666669,245.00000000000003,25.0,2,0,0,1,8,1.0,256.0,12098.219200000001,765.0114,1452.5571,9,87,0,2,0.44111065148538553,0.595437696763534,0.08496917872377185,0,1255.0747000000001,1057.1868,3,0,105.0,16,0,0,5525.9185,9,27478.887862360392,39047.11478776381,0.0,15,22,0,1.5,0,0.0,16,16,27478.887862360392,9,3881.0,0,17,245.9970000000002,74.0,294.47339999999997,2,0.0,0.0,4.527469261116782,640.0,61.54296875,0.7395451142272531,27,0,0.0,0,295.7969638348586,393.875,22,4.767845437529347,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0.0,0,8,0.0,0,0.0,572.953,523.4979,2345.320825851244,0.0,2345.320825851244,0.0,0.0,4770.6777,2512.0418999999997,0.6465470181664048,62,37653.99388690151,2,1393.1209008622902,3,0.0,3,0.0,2,99.1392,275.70910000000003,51.840241205098096,0,0,72,72,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,101.9243,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
8,64,3,3,15100.673799999995,0.0,3632.9058000000014,64.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,361.356,0.0,-30.034900000000004,0.0,149,320.0,270.45449999999994,3428.8135999999986,132.19490000000002,0.0,0.0,0.0,0.0,0.0,0,99.75280000000001,320.0,270.45449999999994,132.19490000000002,45.5,0.0,0.0,0.008629785171036708,7.219765789473688,7.1781906666666675,2.4270820754716995,NaN,4.61426969166667,4.275845214581739,150.0,152.0,75.0,254.66666666666666,249.99999999999997,25.0,1,0,0,0,11,4.0,256.0,12055.0203,753.1147,1615.7653999999998,9,87,0,2,0.4528952741321801,0.574152857504592,0.06643648365297361,0,1264.5241000000003,1097.4044000000006,5,0,106.0,16,0,0,5581.8124,9,24522.95505835059,35574.04200771139,0.0,16,18,0,1.5,0,0.0,16,16,24522.95505835059,9,3732.0,0,21,257.27070000000015,73.0,215.6646,2,0.0,0.0,3.901541776397046,640.0,58.30078125,0.7975117294399042,40,0,0.0,0,453.4171215436018,373.125,21,4.755269496616644,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,8,0.0,0,0.0,611.3629999999999,556.7036,2415.2040107926023,0.0,2415.2040107926023,0.0,0.0,4503.116599999999,2584.5447,0.6278190545372015,62,34180.277237253154,2,1393.7647704582357,3,0.0,3,0.0,2,99.75280000000001,300.0527,51.88062361761278,0,0,75,75,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,100.94689999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
9,64,3,3,15149.303800000003,0.0,3495.565599999999,122.81049999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,382.4368,0.0,-36.214999999999996,0.0,194,320.0,271.37,7806.968300000005,132.44190000000003,0.0,0.0,0.0,0.0,0.0,0,100.21520000000001,320.0,271.37,132.44190000000003,45.5,0.0,0.0,0.014775417930058966,7.084685810810805,7.053155263157897,2.289070779220776,NaN,4.542703934157683,4.147569858144287,152.0,148.0,76.0,256.0,249.0,25.0,1,0,0,0,12,5.0,256.0,11880.862200000001,804.2792999999999,1730.8586000000003,9,87,0,2,0.4542987205823328,0.5504684769437393,0.07165216985016998,0,1245.7551000000005,1048.533499999999,8,0,154.0,16,0,0,5535.3179,9,21133.632386880166,32318.690808359876,0.0,11,53,0,1.5,0,0.0,16,16,21133.632386880166,9,3687.0,0,46,352.5168999999995,70.0,250.6517,2,0.0,0.0,3.3437506117038374,640.0,57.24609375,0.8802887706152951,67,0,0.0,0,276.9586514765315,366.375,21,4.985228086622268,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,8,0.0,0,0.0,717.3252,644.852,2160.6115040443638,0.0,2160.6115040443638,0.0,0.0,4383.023499999998,2785.7896,0.6069891758981791,62,30910.383686558227,2,1408.307121801649,3,0.0,3,0.0,2,100.21520000000001,325.8491,51.901319604026554,0,0,76,76,"greedy rich 25 %, 2 shows, fully responsive, equilibrium start",sumsy,1,-3.637978807091713e-12,36.274778716,0.0,0.0,1.0,99.2719,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25
